Daily C pools (kg C/ha) and fluxes (kg C/ha/day) at site W-2 in year 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.04481,,,,,,,,,,,,
Day,Very labile litter,Labile litter,Resistant litter,Microbe,Humads,Humus,CharC,SOC,SOC0-10cm, SOC10-20cm,SOC20-30cm,SOC30-40cm,SOC40-50cm,SOC0-10cm, SOC10-20cm,SOC20-30cm,SOC30-40cm,SOC40-50cm,dSOC,DOC,DOC_produce,DOC_consume,DOC_leach,Photosynthesis,Leaf-respiration, Stem-respiration, Root-respiration,Soil-heterotrophic-respiration, NPP,Eco-respiration, NEE,Stub,DOC_from_root,CH4-prod.,CH4-oxid.,CH4-flux,CH4-pool,DOC-leach,Litter-C,Manure-C, SoilCO2_0-10cm,SoilCO2_10-20cm,SoilCO2_20-30cm,SoilCO2_30-40cm,SoilCO2_40-50cm,Acetate_produced,Acetate_consumed,Acetate_pool
223,0,0,491.76,16.01,1575.63,67214.01,0,69446.16,19216.23,16210.78,12288.42,9315.28,12415.45,0.02,0.017,0.013,0.01,0.006,-0.43,148.74,1.39,0.56,0.23,96.28,10.58,10.58,12.77,0.89,62.35,34.82,-61.46,0,0.69,0,-0.00378,-0.00378,0,0,0,0,0.32,0,0,0,0,0,0,0
224,0,0,491.38,16,1575.37,67212.95,0,69445.75,19215.5,16210.65,12288.52,9315.39,12415.7,0.02,0.017,0.013,0.01,0.006,-0.4,150.05,1.39,0.56,0.24,97.22,11.52,11.52,12.49,0.88,61.7,36.41,-60.81,0,0.71,0,-0.00401,-0.00401,0,0,0,0,0.32,0,0,0,0,0,0,0
225,0,0,491,16,1575.1,67211.89,0,69445.38,19214.77,16210.51,12288.63,9315.51,12415.96,0.02,0.017,0.013,0.01,0.006,-0.38,151.38,1.39,0.56,0.24,97.85,12.3,12.3,12.2,0.88,61.05,37.68,-60.17,0,0.74,0,-0.0042,-0.0042,0,0,0,0,0.32,0,0,0,0,0,0,0
226,0,0,490.63,16,1574.83,67210.84,0,69445.02,19214.05,16210.37,12288.74,9315.63,12416.24,0.02,0.017,0.013,0.01,0.006,-0.35,152.73,1.39,0.56,0.24,97.83,12.75,12.75,11.92,0.88,60.41,38.3,-59.53,0,0.77,0,-0.00431,-0.00431,0,0,0,0,0.31,0,0,0,0,0,0,0
227,0,0,490.26,16,1574.57,67209.75,0,69444.7,19213.34,16210.23,12288.86,9315.75,12416.52,0.02,0.017,0.013,0.01,0.006,-0.33,154.11,1.39,0.56,0.25,96.95,12.78,12.78,11.63,0.88,59.76,38.07,-58.88,0,0.79,0,-0.00429,-0.00429,0,0,0,0,0.31,0,0,0,0,0,0,0
228,0,0,489.89,15.99,1574.3,67208.7,0,69444.4,19212.63,16210.09,12288.98,9315.88,12416.81,0.02,0.017,0.013,0.01,0.006,-0.3,155.52,1.39,0.56,0.25,96.29,12.88,12.88,11.37,0.88,59.16,38.01,-58.28,0,0.82,0,-0.0043,-0.0043,0,0,0,0,0.31,0,0,0,0,0,0,0
229,0,0,489.52,15.99,1574.03,67207.64,0,69444.12,19211.94,16209.94,12289.11,9316.02,12417.11,0.02,0.017,0.013,0.01,0.006,-0.27,156.95,1.39,0.56,0.25,95.26,12.78,12.78,11.11,0.88,58.58,37.55,-57.71,0,0.85,0,-0.00424,-0.00424,0,0,0,0,0.31,0,0,0,0,0,0,0
230,0,0,489.15,15.99,1573.77,67206.58,0,69443.88,19211.25,16209.8,12289.24,9316.16,12417.43,0.02,0.017,0.013,0.01,0.006,-0.25,158.4,1.39,0.56,0.26,94.08,12.59,12.59,10.86,0.87,58.04,36.91,-57.16,0,0.88,0,-0.00417,-0.00417,0,0,0,0,0.31,0,0,0,0,0,0,0
231,0,0,488.79,15.98,1573.5,67205.51,0,69443.66,19210.57,16209.66,12289.37,9316.31,12417.75,0.02,0.017,0.013,0.01,0.006,-0.22,159.87,1.39,0.56,0.26,93.17,12.5,12.5,10.63,0.87,57.54,36.5,-56.67,0,0.91,0,-0.00412,-0.00412,0,0,0,0,0.31,0,0,0,0,0,0,0
232,0,0,488.42,15.98,1573.23,67204.45,0,69443.46,19209.89,16209.51,12289.51,9316.46,12418.08,0.02,0.017,0.013,0.01,0.006,-0.2,161.37,1.39,0.56,0.26,92.41,12.46,12.46,10.4,0.87,57.09,36.2,-56.22,0,0.93,0,-0.00409,-0.00409,0,0,0,0,0.3,0,0,0,0,0,0,0
233,0,0,488.06,15.98,1572.97,67203.38,0,69441.52,19209.29,16208.86,12289.13,9316.24,12418,0.02,0.017,0.013,0.01,0.006,-1.94,161.13,1.39,2.38,0.22,91.38,12.27,12.27,10.19,2.69,56.65,37.43,-53.95,0,0.96,0,-0.00446,-0.00446,0,0,0,0,0.44,0.77,0.6,0.38,0.23,0,0,0
234,0,0,487.72,16.05,1572.61,67202.32,0,69440.1,19209.01,16208.42,12288.76,9316.03,12417.89,0.02,0.017,0.013,0.01,0.006,-1.42,161.4,1.38,2.1,0,82.09,11.95,11.95,8.85,2.4,49.34,35.15,-46.94,0,0.99,0,-0.00455,-0.00455,0,0,0,0,0.44,0.75,0.6,0.38,0.23,0,0,0
235,0,0,487.39,16.13,1572.26,67201.25,0,69438.75,19208.73,16208.01,12288.4,9315.82,12417.79,0.02,0.017,0.013,0.01,0.006,-1.36,161.71,1.38,2.06,0,63.15,12.01,12.01,6.09,2.37,33.02,32.49,-30.65,0,1.01,0,-0.00472,-0.00472,0,0,0,0,0.44,0.73,0.59,0.37,0.23,0,0,0
236,0,0,487.06,16.2,1571.91,67200.19,0,69437.43,19208.45,16207.61,12288.04,9315.62,12417.7,0.02,0.017,0.013,0.01,0.006,-1.31,162.08,1.38,2.04,0,62.52,12.49,12.49,5.8,2.34,31.74,33.13,-29.39,0,1.03,0,-0.00501,-0.00501,0,0,0,0,0.45,0.72,0.58,0.37,0.23,0,0,0
237,0,0,486.73,16.28,1571.55,67199.12,0,69436.17,19208.18,16207.22,12287.71,9315.44,12417.63,0.02,0.017,0.013,0.01,0.006,-1.27,162.48,1.37,2.02,0,60.81,12.4,12.4,5.53,2.32,30.49,32.65,-28.16,0,1.05,0,-0.00511,-0.00511,0,0,0,0,0.45,0.71,0.57,0.36,0.23,0,0,0
238,0,0,486.38,15.96,1571.61,67198.08,0,69434.9,19207.88,16206.82,12287.37,9315.26,12417.57,0.02,0.017,0.013,0.01,0.006,-1.27,162.88,1.37,2.03,0,59.28,12.33,12.33,5.27,2.33,29.33,32.28,-27,0,1.07,0,-0.00479,-0.00479,0,0,0,0,0.46,0.72,0.56,0.36,0.22,0,0,0
239,0,0,486.03,15.96,1571.34,67197.01,0,69434.91,19207.23,16206.75,12287.54,9315.45,12417.96,0.02,0.017,0.013,0.01,0.006,0.01,164.57,1.39,0.57,0.21,56.69,11.26,11.26,5.16,0.87,29.01,28.54,-28.14,0,1.09,0,-0.00384,-0.00384,0,0,0,0,0.29,0,0,0,0,0,0,0
240,0,0,485.67,15.96,1571.07,67195.96,0,69432.87,19206.47,16206.1,12287.19,9315.24,12417.88,0.02,0.017,0.013,0.01,0.006,-2.05,164.21,1.39,2.59,0.28,78.23,10.39,10.39,8.11,2.89,49.35,31.77,-46.46,0,1.11,0,-0.00391,-0.00391,0,0,0,0,0.46,0.73,0.59,0.4,0.26,0,0,0
241,0,0,485.32,15.95,1570.81,67194.89,0,69432.88,19205.82,16206.02,12287.35,9315.42,12418.27,0.02,0.017,0.013,0.01,0.006,0.01,165.91,1.39,0.57,0.26,76.35,10.78,10.78,7.68,0.86,47.11,30.1,-46.25,0,1.14,0,-0.00367,-0.00367,0,0,0,0,0.29,0,0,0,0,0,0,0
242,0,0,484.98,15.95,1570.55,67193.83,0,69432.9,19205.18,16205.94,12287.52,9315.6,12418.67,0.02,0.017,0.013,0.01,0.006,0.02,167.61,1.39,0.57,0.28,79.15,10.82,10.82,7.93,0.86,49.59,30.43,-48.72,0,1.16,0,-0.00369,-0.00369,0,0,0,0,0.29,0,0,0,0,0,0,0
243,0,0,484.63,15.95,1570.28,67192.76,0,69432.95,19204.53,16205.85,12287.7,9315.79,12419.08,0.02,0.017,0.013,0.01,0.006,0.05,169.33,1.39,0.57,0.29,81.17,11.73,11.73,7.84,0.86,49.86,32.17,-49,0,1.19,0,-0.00396,-0.00396,0,0,0,0,0.29,0,0,0,0,0,0,0
244,0,0,484.29,15.94,1570.02,67191.69,0,69433.02,19203.89,16205.77,12287.87,9315.98,12419.5,0.02,0.017,0.013,0.01,0.006,0.07,171.08,1.39,0.57,0.29,80.97,11.64,11.64,7.74,0.86,49.95,31.87,-49.09,0,1.22,0,-0.00396,-0.00396,0,0,0,0,0.29,0,0,0,0,0,0,0
245,0,0,483.96,15.94,1569.75,67190.63,0,69433.12,19203.26,16205.69,12288.06,9316.18,12419.93,0.02,0.017,0.013,0.01,0.006,0.1,172.85,1.39,0.57,0.3,80.55,11.44,11.44,7.63,0.86,50.03,31.37,-49.18,0,1.25,0,-0.00392,-0.00392,0,0,0,0,0.28,0,0,0,0,0,0,0
246,0,0,483.62,15.94,1569.49,67189.56,0,69433.25,19202.63,16205.61,12288.24,9316.39,12420.37,0.02,0.017,0.013,0.01,0.006,0.12,174.64,1.39,0.57,0.3,78.39,10.45,10.45,7.51,0.85,49.98,29.27,-49.12,0,1.28,0,-0.00364,-0.00364,0,0,0,0,0.28,0,0,0,0,0,0,0
247,0,0,483.28,15.94,1569.22,67188.49,0,69433.4,19202.01,16205.53,12288.43,9316.6,12420.83,0.02,0.017,0.013,0.01,0.006,0.15,176.46,1.39,0.57,0.31,78.34,10.41,10.41,7.42,0.85,50.1,29.1,-49.24,0,1.31,0,-0.00363,-0.00363,0,0,0,0,0.28,0,0,0,0,0,0,0
248,0,0,482.95,15.93,1568.96,67187.43,0,69433.58,19201.39,16205.45,12288.63,9316.82,12421.29,0.02,0.017,0.013,0.01,0.006,0.18,178.31,1.39,0.57,0.31,79.51,10.95,10.95,7.32,0.85,50.28,30.08,-49.43,0,1.34,0,-0.0038,-0.0038,0,0,0,0,0.28,0,0,0,0,0,0,0
249,0,0,482.61,15.93,1568.69,67186.36,0,69431.92,19200.92,16204.92,12288.25,9316.6,12421.22,0.02,0.017,0.013,0.01,0.006,-1.66,178.32,1.39,2.55,0.19,78.26,10.4,10.4,7.21,2.84,50.24,30.85,-47.41,0,1.37,0,-0.00411,-0.00411,0,0,0,0,0.47,0.79,0.68,0.46,0.3,0,0,0
250,0,0,482.3,16,1568.35,67185.3,0,69430.63,19200.69,16204.54,12287.89,9316.39,12421.12,0.02,0.017,0.013,0.01,0.006,-1.29,178.68,1.37,2.4,0,65.14,10.29,10.29,5.7,2.68,38.86,28.96,-36.18,0,1.39,0,-0.00424,-0.00424,0,0,0,0,0.47,0.77,0.67,0.46,0.3,0,0,0
251,0,0,482,16.07,1568,67184.23,0,69429.39,19200.45,16204.18,12287.53,9316.19,12421.05,0.02,0.017,0.013,0.01,0.006,-1.24,179.09,1.37,2.37,0,53.06,10.65,10.65,4.25,2.65,27.52,28.19,-24.87,0,1.41,0,-0.00453,-0.00453,0,0,0,0,0.47,0.76,0.66,0.45,0.3,0,0,0
252,0,0,481.69,16.14,1567.65,67183.17,0,69428.19,19200.2,16203.82,12287.19,9316,12420.98,0.02,0.017,0.013,0.01,0.006,-1.2,179.53,1.37,2.35,0,38.39,10.37,10.24,0.94,2.63,16.83,24.18,-14.2,0,1.42,0,-0.0045,-0.0045,0,0,0,0,0.48,0.76,0.65,0.44,0.29,0,0,0
253,0,0,481.39,16.21,1567.31,67182.13,0,69427.02,19199.96,16203.46,12286.85,9315.82,12420.93,0.02,0.017,0.013,0.01,0.006,-1.16,179.99,1.36,2.33,0,37.46,10.25,9.99,0.94,2.6,16.28,23.79,-13.68,0,1.43,0,-0.00451,-0.00451,0,0,0,0,0.48,0.75,0.64,0.43,0.29,0,0,0
254,0,0,481.09,16.28,1566.98,67181.08,0,69425.92,19199.72,16203.12,12286.52,9315.66,12420.89,0.02,0.017,0.013,0.01,0.006,-1.11,180.48,1.33,2.27,0,34.75,9.24,8.91,0.94,2.55,15.66,21.64,-13.12,0,1.44,0,-0.00417,-0.00417,0,0,0,0,0.48,0.73,0.63,0.42,0.28,0,0,0
255,0,0,480.76,15.91,1567.08,67180.02,0,69424.28,19199.11,16202.63,12286.2,9315.49,12420.86,0.02,0.017,0.013,0.01,0.006,-1.63,180.51,1.39,2.63,0.18,32.91,8.69,8.28,0.94,2.91,15,20.81,-12.1,0,1.45,0,-0.00364,-0.00364,0,0,0,0,0.49,0.74,0.64,0.46,0.31,0,0,0
256,0,0,480.44,15.91,1566.82,67178.95,0,69422.83,19198.64,16202.19,12285.89,9315.31,12420.8,0.02,0.017,0.013,0.01,0.006,-1.45,180.71,1.38,2.49,0.15,43,9.03,8.46,0.94,2.76,24.57,21.19,-21.81,0,1.46,0,-0.0038,-0.0038,0,0,0,0,0.49,0.74,0.64,0.46,0.31,0,0,0
257,0,0,480.14,15.98,1566.47,67177.88,0,69421.69,19198.39,16201.87,12285.58,9315.13,12420.73,0.02,0.017,0.013,0.01,0.006,-1.15,181.2,1.37,2.34,0,39.39,8.74,8.06,0.94,2.61,21.65,20.36,-19.03,0,1.47,0,-0.00382,-0.00382,0,0,0,0,0.49,0.72,0.63,0.45,0.31,0,0,0
258,0,0,479.85,16.05,1566.13,67176.81,0,69420.57,19198.13,16201.54,12285.27,9314.95,12420.67,0.02,0.017,0.013,0.01,0.006,-1.11,181.73,1.37,2.32,0,32.59,8.86,8.08,0.94,2.59,14.71,20.47,-12.12,0,1.47,0,-0.00395,-0.00395,0,0,0,0,0.5,0.72,0.62,0.44,0.3,0,0,0
259,0,0,479.53,15.9,1566.01,67175.75,0,69419.35,19197.76,16201.19,12284.98,9314.79,12420.63,0.02,0.017,0.013,0.01,0.006,-1.22,182.15,1.38,2.38,0.06,30.79,8.19,7.4,0.94,2.65,14.26,19.18,-11.61,0,1.48,0,-0.00363,-0.00363,0,0,0,0,0.5,0.71,0.63,0.45,0.32,0,0,0
260,0,0,479.21,15.9,1565.75,67174.68,0,69417.7,19197.11,16200.71,12284.68,9314.62,12420.58,0.02,0.017,0.013,0.01,0.006,-1.65,182.15,1.39,2.64,0.24,35.22,8.76,7.82,0.94,2.91,17.7,20.43,-14.79,0,1.49,0,-0.00377,-0.00377,0,0,0,0,0.51,0.72,0.62,0.45,0.32,0,0,0
261,0,0,478.89,15.9,1565.49,67173.61,0,69418.05,19196.49,16200.73,12284.89,9314.85,12421.08,0.02,0.017,0.013,0.01,0.006,0.36,184.16,1.39,0.58,0.3,38.48,7.31,6.41,0.94,0.84,23.82,15.5,-22.97,0,1.5,0,-0.00292,-0.00292,0,0,0,0,0.26,0,0,0,0,0,0,0
262,0,0,478.56,15.9,1565.23,67172.55,0,69418.38,19195.87,16200.73,12285.1,9315.09,12421.59,0.02,0.017,0.013,0.01,0.006,0.33,186.14,1.39,0.58,0.34,42.65,7.52,6.48,0.94,0.84,27.71,15.79,-26.86,0,1.51,0,-0.00299,-0.00299,0,0,0,0,0.26,0,0,0,0,0,0,0
263,0,0,478.25,15.89,1564.97,67171.49,0,69417.01,19195.4,16200.34,12284.82,9314.92,12421.54,0.02,0.017,0.013,0.01,0.006,-1.38,186.4,1.38,2.44,0.19,42.82,7.51,6.35,0.94,2.7,28.03,17.49,-25.33,0,1.52,0,-0.00335,-0.00335,0,0,0,0,0.5,0.7,0.62,0.46,0.33,0,0,0
264,0,0,477.97,15.96,1564.63,67170.42,0,69415.94,19195.14,16200.04,12284.53,9314.75,12421.48,0.02,0.017,0.013,0.01,0.006,-1.07,186.96,1.37,2.34,0,36.67,8.2,6.84,0.94,2.6,20.69,18.58,-18.09,0,1.52,0,-0.00373,-0.00373,0,0,0,0,0.51,0.7,0.62,0.45,0.32,0,0,0
265,0,0,477.68,16.03,1564.29,67169.35,0,69414.89,19194.88,16199.74,12284.25,9314.59,12421.42,0.02,0.017,0.013,0.01,0.006,-1.04,187.54,1.37,2.32,0,29.38,7.74,6.4,0.94,2.58,14.3,17.66,-11.72,0,1.53,0,-0.00367,-0.00367,0,0,0,0,0.51,0.69,0.61,0.44,0.32,0,0,0
266,0,0,477.4,16.09,1563.95,67168.3,0,69413.87,19194.62,16199.44,12283.98,9314.44,12421.38,0.02,0.017,0.013,0.01,0.006,-1.03,188.12,1.35,2.31,0,29.38,7.96,6.52,0.94,2.57,13.96,17.99,-11.39,0,1.54,0,-0.00383,-0.00383,0,0,0,0,0.52,0.69,0.61,0.43,0.31,0,0,0
267,0,0,477.12,16.16,1563.62,67167.26,0,69412.86,19194.35,16199.15,12283.71,9314.3,12421.36,0.02,0.017,0.013,0.01,0.006,-1,188.71,1.33,2.3,0,28.28,7.62,6.19,0.94,2.55,13.52,17.31,-10.97,0,1.55,0,-0.00378,-0.00378,0,0,0,0,0.52,0.69,0.6,0.42,0.31,0,0,0
268,0,0,476.84,16.23,1563.29,67166.23,0,69411.89,19194.08,16198.86,12283.44,9314.17,12421.34,0.02,0.017,0.013,0.01,0.006,-0.98,189.3,1.31,2.28,0,27.42,7.41,5.97,0.94,2.54,13.1,16.86,-10.56,0,1.56,0,-0.00377,-0.00377,0,0,0,0,0.53,0.69,0.59,0.42,0.3,0,0,0
269,0,0,476.56,16.29,1562.97,67165.24,0,69410.93,19193.81,16198.57,12283.18,9314.04,12421.34,0.02,0.017,0.013,0.01,0.006,-0.95,189.88,1.29,2.26,0,26.69,7.26,5.81,0.94,2.52,12.68,16.53,-10.16,0,1.57,0,-0.00378,-0.00378,0,0,0,0,0.53,0.69,0.59,0.41,0.3,0,0,0
270,0,0,476.26,15.87,1563.15,67164.2,0,69409.92,19193.49,16198.27,12282.91,9313.9,12421.35,0.02,0.017,0.013,0.01,0.006,-1.01,190.43,1.32,2.34,0,25.9,7.07,5.61,0.94,2.59,12.28,16.21,-9.69,0,1.57,0,-0.00358,-0.00358,0,0,0,0,0.55,0.71,0.62,0.42,0.29,0,0,0
271,0,0,475.97,15.87,1562.88,67163.14,0,69408.8,19193.13,16197.96,12282.65,9313.75,12421.32,0.02,0.017,0.013,0.01,0.006,-1.12,190.94,1.38,2.44,0.01,26.78,6.98,5.5,0.94,2.69,13.37,16.11,-10.68,0,1.58,0,-0.00359,-0.00359,0,0,0,0,0.55,0.71,0.62,0.46,0.34,0,0,0
272,0,0,475.69,15.93,1562.54,67162.09,0,69407.73,19192.84,16197.66,12282.38,9313.59,12421.26,0.02,0.017,0.013,0.01,0.006,-1.08,191.49,1.37,2.41,0,27.26,6.87,5.36,0.94,2.67,14.1,15.83,-11.43,0,1.59,0,-0.00365,-0.00365,0,0,0,0,0.56,0.7,0.61,0.45,0.34,0,0,0
273,0,0,475.42,16,1562.2,67161.02,0,69406.69,19192.54,16197.38,12282.12,9313.44,12421.21,0.02,0.017,0.013,0.01,0.006,-1.04,192.06,1.37,2.39,0,24.49,6.48,5.02,0.94,2.64,12.05,15.08,-9.41,0,1.6,0,-0.00358,-0.00358,0,0,0,0,0.56,0.69,0.6,0.45,0.33,0,0,0
274,510.81,0,474.69,19.75,6210.4,67161.52,0,75811.64,19192.21,16197.08,18643.05,9328.21,12451.09,0.02,0.017,0.019,0.01,0.006,6404.95,1434.47,62.82,115.02,0,102.14,6.47,4.76,0.94,115.27,89.96,127.44,25.3,0,1.61,0,-0.00391,-0.00391,0,0,0,6465,0.55,0.68,112.28,0.92,0.75,0,0,0
275,504.49,0,474,23.46,6203.83,67162.09,0,75760.54,19191.93,16196.81,18549.7,9342.34,12479.75,0.02,0.017,0.019,0.01,0.006,-51.1,1392.68,62.03,105.43,0,110.62,6.95,4.84,0.94,105.66,97.88,118.4,7.78,0,1.61,0,-0.00417,-0.00417,0,0,0,0,0.55,0.67,101.69,1.47,1.27,0,0,0
276,498.33,0,473.34,27.07,6197.36,67162.69,0,75716.15,19191.65,16196.55,18465.56,9355.62,12506.76,0.02,0.017,0.019,0.01,0.006,-44.39,1357.37,60.48,97.42,0,122.39,7.63,5.02,0.94,97.64,108.8,111.22,-11.16,0,1.62,0,-0.00456,-0.00456,0,0,0,0,0.54,0.66,92.54,2.05,1.82,0,0,0
277,492.17,0,472.59,65.86,6155.66,67163.16,0,75751.57,19186.33,16196.66,18461.02,9370.68,12536.88,0.02,0.017,0.019,0.01,0.006,35.42,1402.12,60.74,16.87,0.75,100.22,6.82,4.29,0.94,17.11,88.17,29.17,-71.06,0,1.63,0,-0.00321,-0.00321,0,0,0,0,0.24,0,0,0,0,0,0,0
278,486.09,0,471.85,65.8,6152.79,67163.63,0,75786.41,19182.17,16196.73,18455.35,9385.61,12566.55,0.02,0.017,0.019,0.01,0.006,34.84,1446.24,60.06,16.27,1.3,75.18,5.92,3.61,0.94,16.51,64.71,26.98,-48.19,0,1.64,0,-0.00282,-0.00282,0,0,0,0,0.24,0,0,0,0,0,0,0
279,480.08,0,471.12,65.74,6149.89,67164.11,0,75738.39,19181.88,16196.43,18374.65,9396.53,12588.9,0.02,0.017,0.019,0.01,0.006,-48.02,1407.46,59.38,99.49,0.31,73.88,5.89,3.49,0.94,99.73,63.56,110.05,36.17,0,1.64,0,-0.00308,-0.00308,0,0,0,0,0.46,0.69,89.59,4.55,4.26,0,0,0
280,474.14,0,470.38,69.25,6143.38,67164.59,0,75695.98,19181.69,16196.15,18301.44,9406.75,12609.95,0.02,0.017,0.019,0.01,0.006,-42.41,1374.22,58.7,93.59,0,86.95,6.41,3.67,0.94,93.83,75.93,104.85,17.9,0,1.65,0,-0.00336,-0.00336,0,0,0,0,0.47,0.69,82.61,5.17,4.87,0,0,0
281,468.28,0,469.65,72.73,6136.89,67165.08,0,75657.84,19181.49,16195.87,18234.44,9416.32,12629.73,0.02,0.017,0.019,0.01,0.007,-38.14,1345.21,58.03,88.7,0,86.85,6.42,3.56,0.94,88.94,75.93,99.86,13.01,0,1.66,0,-0.00345,-0.00345,0,0,0,0,0.47,0.69,76.56,5.76,5.44,0,0,0
282,462.49,0,468.94,76.17,6130.42,67165.6,0,75623.54,19181.29,16195.59,18173.08,9425.28,12648.3,0.02,0.017,0.019,0.01,0.007,-34.31,1319.93,57.33,84.28,0,89.94,6.55,3.51,0.94,84.51,78.94,95.51,5.57,0,1.66,0,-0.0036,-0.0036,0,0,0,0,0.47,0.69,71.05,6.3,5.98,0,0,0
283,456.77,0,468.26,79.56,6123.97,67166.14,0,75592.65,19181.1,16195.32,18116.85,9433.66,12665.72,0.02,0.017,0.019,0.01,0.007,-30.89,1297.95,56.62,80.28,0,86.08,6.39,3.32,0.94,80.5,75.43,91.15,5.07,0,1.67,0,-0.00362,-0.00362,0,0,0,0,0.46,0.69,66.04,6.81,6.49,0,0,0
284,451.12,0,467.62,82.91,6117.54,67166.73,0,75564.9,19180.92,16195.06,18065.39,9441.49,12682.04,0.02,0.017,0.019,0.01,0.007,-27.75,1278.99,55.92,76.56,0,83.19,6.26,3.16,0.94,76.77,72.83,87.13,3.94,0,1.68,0,-0.00365,-0.00365,0,0,0,0,0.45,0.68,61.39,7.28,6.96,0,0,0
285,445.55,0,467,86.22,6111.13,67167.35,0,75540.02,19180.76,16194.8,18018.28,9448.82,12697.36,0.02,0.017,0.019,0.01,0.007,-24.88,1262.77,55.23,73.13,0,86.15,6.34,3.11,0.94,73.33,75.76,83.71,-2.43,0,1.69,0,-0.00379,-0.00379,0,0,0,0,0.45,0.67,57.12,7.7,7.38,0,0,0
286,440.04,0,466.41,89.49,6104.75,67168.02,0,75517.69,19180.6,16194.55,17975.06,9455.71,12711.77,0.02,0.017,0.019,0.01,0.007,-22.34,1248.98,54.54,70.02,0,93.77,6.58,3.13,0.94,70.21,83.12,80.86,-12.91,0,1.69,0,-0.00402,-0.00402,0,0,0,0,0.44,0.66,53.29,8.06,7.75,0,0,0
287,434.6,0,465.86,92.71,6098.39,67168.73,0,75497.56,19180.46,16194.31,17935.31,9462.16,12725.32,0.02,0.017,0.018,0.01,0.007,-20.13,1237.26,53.85,67.26,0,83.77,6.15,2.85,0.94,67.44,73.83,77.38,-6.39,0,1.7,0,-0.00393,-0.00393,0,0,0,0,0.42,0.65,49.87,8.39,8.08,0,0,0
288,429.22,0,465.34,95.89,6092.05,67169.5,0,75479.55,19180.32,16194.08,17898.8,9468.25,12738.1,0.02,0.017,0.018,0.01,0.007,-18.02,1227.54,53.17,64.6,0,89.42,6.28,2.83,0.94,64.77,79.36,74.82,-14.59,0,1.71,0,-0.00412,-0.00412,0,0,0,0,0.42,0.64,46.66,8.67,8.37,0,0,0
289,423.92,0,464.65,65.13,6119.61,67170.02,0,75457.59,19179.74,16193.8,17861.46,9473.01,12749.58,0.02,0.017,0.018,0.01,0.007,-21.95,1214.29,52.97,67.92,0.01,69.63,5.48,2.41,0.94,68.15,60.8,76.98,7.34,0,1.71,0,-0.00302,-0.00302,0,0,0,0,0.5,0.71,47.33,10.12,8.62,0,0,0
290,418.67,0,463.93,65.08,6116.42,67170.56,0,75437.64,19179.13,16193.53,17828.25,9477.58,12759.16,0.02,0.017,0.018,0.01,0.007,-19.95,1202.98,52.36,64.98,0.41,58.38,4.96,2.15,0.94,65.2,50.33,73.25,14.88,0,1.72,0,-0.00283,-0.00283,0,0,0,0,0.49,0.68,42.72,10.29,10.15,0,0,0
291,413.5,0,463.23,68.27,6109.97,67171.09,0,75420.21,19178.93,16193.27,17798.38,9481.77,12767.88,0.02,0.017,0.018,0.01,0.007,-17.43,1194.13,51.76,62.33,0,63.39,5.05,2.15,0.94,62.55,55.24,70.7,7.3,0,1.73,0,-0.00298,-0.00298,0,0,0,0,0.49,0.68,40.48,10.51,10.37,0,0,0
292,408.39,0,462.55,71.43,6103.54,67171.66,0,75403.87,19178.72,16193.01,17770.51,9485.65,12775.98,0.02,0.017,0.018,0.01,0.007,-16.34,1186.29,51.14,60.72,0,63.2,4.94,2.07,0.94,60.94,55.24,68.89,5.69,0,1.73,0,-0.00305,-0.00305,0,0,0,0,0.49,0.68,38.49,10.71,10.56,0,0,0
293,403.34,0,461.89,74.55,6097.13,67172.28,0,75388.5,19178.53,16192.75,17744.48,9489.24,12783.51,0.02,0.017,0.018,0.01,0.007,-15.37,1179.33,50.53,59.23,0,64.48,4.88,2,0.94,59.44,56.66,67.26,2.78,0,1.74,0,-0.00313,-0.00313,0,0,0,0,0.49,0.68,36.65,10.88,10.73,0,0,0
294,398.35,0,461.25,77.64,6090.73,67172.86,0,75374.03,19178.33,16192.5,17720.13,9492.56,12790.52,0.02,0.017,0.018,0.01,0.007,-14.47,1173.2,49.95,57.82,0,72.71,5.04,2.03,0.94,58.02,64.71,66.03,-6.68,0,1.74,0,-0.00335,-0.00335,0,0,0,0,0.49,0.68,34.96,11.02,10.87,0,0,0
295,393.42,0,460.54,64.78,6100.24,67173.41,0,75356.74,19177.65,16192.21,17695.36,9495.25,12796.26,0.02,0.017,0.018,0.01,0.007,-17.29,1164.35,49.52,59.72,0.4,61.99,4.55,1.8,0.94,59.94,54.7,67.23,5.24,0,1.75,0,-0.0029,-0.0029,0,0,0,0,0.51,0.71,34.52,11.71,11.54,0,0,0
296,388.56,0,459.86,67.84,6093.82,67173.98,0,75342.29,19177.45,16191.95,17673.67,9497.74,12801.48,0.02,0.017,0.018,0.01,0.007,-14.44,1158.23,48.89,56.77,0,54.37,4.17,1.62,0.94,56.98,47.64,63.71,9.34,0,1.76,0,-0.00283,-0.00283,0,0,0,0,0.5,0.69,32.41,11.74,11.63,0,0,0
