Daily C pools (kg C/ha) and fluxes (kg C/ha/day) at site W-2 in year 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.04481,,,,,,,,,,,,
Day,Very labile litter,Labile litter,Resistant litter,Microbe,Humads,Humus,CharC,SOC,SOC0-10cm, SOC10-20cm,SOC20-30cm,SOC30-40cm,SOC40-50cm,SOC0-10cm, SOC10-20cm,SOC20-30cm,SOC30-40cm,SOC40-50cm,dSOC,DOC,DOC_produce,DOC_consume,DOC_leach,Photosynthesis,Leaf-respiration, Stem-respiration, Root-respiration,Soil-heterotrophic-respiration, NPP,Eco-respiration, NEE,Stub,DOC_from_root,CH4-prod.,CH4-oxid.,CH4-flux,CH4-pool,DOC-leach,Litter-C,Manure-C, SoilCO2_0-10cm,SoilCO2_10-20cm,SoilCO2_20-30cm,SoilCO2_30-40cm,SoilCO2_40-50cm,Acetate_produced,Acetate_consumed,Acetate_pool
1,0,0,695.64,32.35,1570.15,67374.55,0,69673.71,19371.58,16240.19,12307.83,9327.65,12426.46,0.02,0.017,0.013,0.01,0.006,-0.52,1.03,1.03,0,0,0,0,0,0,0.52,0,0.52,0.52,0,0,0,-0.00127,-0.00127,0,0,0,0,0.52,0,0,0,0,0,0,0
2,0,0,694.44,16.35,1586.15,67374.07,0,69673.13,19371,16240.19,12307.83,9327.65,12426.46,0.02,0.017,0.013,0.01,0.006,-0.59,2.11,1.08,0,0,0,0,0,0,0.59,0,0.59,0.59,0,0,0,-0.00156,-0.00156,0,0,0,0,0.59,0,0,0,0,0,0,0
3,0,0,693.3,16.66,1585.84,67373.63,0,69672.57,19370.45,16240.19,12307.83,9327.65,12426.46,0.02,0.017,0.013,0.01,0.006,-0.56,3.15,1.04,0,0,0,0,0,0,0.56,0,0.56,0.56,0,0,0,-0.00153,-0.00153,0,0,0,0,0.55,0,0,0,0,0,0,0
4,0,0,692.2,16.96,1585.54,67373.2,0,69672.04,19369.92,16240.19,12307.83,9327.64,12426.46,0.02,0.017,0.013,0.01,0.006,-0.53,4.15,1.01,0,0,0,0,0,0,0.53,0,0.53,0.53,0,0,0,-0.00153,-0.00153,0,0,0,0,0.52,0,0,0,0,0,0,0
5,0,0,690.92,16.36,1586.14,67372.69,0,69671.36,19369.26,16240.18,12307.82,9327.64,12426.45,0.02,0.017,0.013,0.01,0.006,-0.69,5.25,1.14,0.04,0,0,0,0,0,0.68,0,0.68,0.68,0,0,0,-0.00179,-0.00179,0,0,0,0,0.64,0,0,0,0,0,0,0
6,0,0,689.65,16.36,1586.14,67372.16,0,69670.7,19368.61,16240.17,12307.82,9327.64,12426.45,0.02,0.017,0.013,0.01,0.006,-0.66,6.37,1.14,0.02,0,0,0,0,0,0.66,0,0.66,0.66,0,0,0,-0.00182,-0.00182,0,0,0,0,0.64,0,0,0,0,0,0,0
7,0,0,688.51,16.34,1586.17,67371.72,0,69670.09,19368.04,16240.16,12307.81,9327.63,12426.44,0.02,0.017,0.013,0.01,0.006,-0.61,7.35,1.04,0.07,0,0,0,0,0,0.61,0,0.61,0.61,0,0,0,-0.0013,-0.0013,0,0,0,0,0.54,0,0,0,0,0,0,0
8,0,0,688.01,16.26,1586.18,67371.34,0,69669.99,19368,16240.14,12307.8,9327.62,12426.43,0.02,0.017,0.013,0.01,0.006,-0.1,8.19,0.95,0.1,0,0,0,0,0,0.1,0,0.1,0.1,0,0,0,-0.00101,-0.00101,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,686.99,16.31,1586.13,67370.95,0,69669.37,19367.46,16240.11,12307.78,9327.61,12426.42,0.02,0.017,0.013,0.01,0.006,-0.61,8.99,0.93,0.13,0,0,0,0,0,0.61,0,0.61,0.61,0,0,0,-0.00112,-0.00112,0,0,0,0,0.48,0,0,0,0,0,0,0
10,0,0,685.97,16.31,1586.13,67370.6,0,69668.89,19366.98,16240.11,12307.78,9327.61,12426.42,0.02,0.017,0.013,0.01,0.006,-0.48,9.89,0.91,0,0,0,0,0,0,0.49,0,0.49,0.49,0,0,0,-0.00121,-0.00121,0,0,0,0,0.48,0,0,0,0,0,0,0
11,0,0,685.01,16.58,1585.85,67370.26,0,69668.44,19366.53,16240.11,12307.78,9327.61,12426.41,0.02,0.017,0.013,0.01,0.006,-0.45,10.75,0.86,0.01,0,0,0,0,0,0.46,0,0.46,0.46,0,0,0,-0.00116,-0.00116,0,0,0,0,0.45,0,0,0,0,0,0,0
12,0,0,684.58,16.78,1585.6,67369.95,0,69668.43,19366.53,16240.11,12307.77,9327.61,12426.41,0.02,0.017,0.013,0.01,0.006,-0.01,11.52,0.78,0.01,0,0,0,0,0,0.01,0,0.01,0.01,0,0,0,-0.0009,-0.0009,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,684.16,16.98,1585.35,67369.67,0,69668.42,19366.52,16240.11,12307.77,9327.6,12426.41,0.02,0.017,0.013,0.01,0.006,-0.01,12.25,0.74,0.01,0,0,0,0,0,0.01,0,0.01,0.01,0,0,0,-0.00091,-0.00091,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,683.77,17.16,1585.12,67369.42,0,69668.41,19366.52,16240.1,12307.77,9327.6,12426.41,0.02,0.017,0.013,0.01,0.006,-0.01,12.94,0.69,0.01,0,0,0,0,0,0.01,0,0.01,0.01,0,0,0,-0.00083,-0.00083,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,682.83,16.28,1586,67369.13,0,69667.86,19366.02,16240.08,12307.76,9327.59,12426.4,0.02,0.017,0.013,0.01,0.006,-0.55,13.61,0.78,0.1,0.01,0,0,0,0,0.55,0,0.55,0.55,0,0,0,-0.00112,-0.00112,0,0,0,0,0.44,0,0,0,0,0,0,0
16,0,0,682.4,16.23,1586,67368.85,0,69667.84,19366.01,16240.08,12307.75,9327.59,12426.4,0.02,0.017,0.013,0.01,0.006,-0.02,14.36,0.77,0.02,0,0,0,0,0,0.02,0,0.02,0.02,0,0,0,-0.00106,-0.00106,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,681.98,16.43,1585.75,67368.58,0,69667.82,19366.01,16240.08,12307.75,9327.59,12426.39,0.02,0.017,0.013,0.01,0.006,-0.01,15.09,0.74,0.01,0,0,0,0,0,0.01,0,0.01,0.01,0,0,0,-0.00107,-0.00107,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,681.57,16.62,1585.51,67368.33,0,69667.81,19366,16240.07,12307.75,9327.59,12426.39,0.02,0.017,0.013,0.01,0.006,-0.01,15.78,0.7,0.01,0,0,0,0,0,0.01,0,0.01,0.01,0,0,0,-0.00095,-0.00095,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,681.18,16.81,1585.27,67368.08,0,69667.79,19366,16240.07,12307.75,9327.59,12426.39,0.02,0.017,0.013,0.01,0.006,-0.01,16.45,0.69,0.01,0,0,0,0,0,0.02,0,0.02,0.02,0,0,0,-0.00107,-0.00107,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,680.79,16.99,1585.04,67367.84,0,69667.78,19366,16240.07,12307.74,9327.58,12426.39,0.02,0.017,0.013,0.01,0.006,-0.02,17.12,0.68,0.01,0,0,0,0,0,0.02,0,0.02,0.02,0,0,0,-0.00112,-0.00112,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,679.73,16.3,1585.73,67367.52,0,69667.11,19365.39,16240.04,12307.73,9327.57,12426.38,0.02,0.017,0.013,0.01,0.006,-0.67,17.83,0.85,0.13,0.01,0,0,0,0,0.66,0,0.66,0.66,0,0,0,-0.00143,-0.00143,0,0,0,0,0.53,0,0,0,0,0,0,0
22,0,0,678.66,16.31,1585.73,67367.17,0,69666.53,19364.83,16240.04,12307.72,9327.57,12426.37,0.02,0.017,0.013,0.01,0.006,-0.58,18.66,0.88,0.04,0,0,0,0,0,0.58,0,0.58,0.58,0,0,0,-0.0015,-0.0015,0,0,0,0,0.54,0,0,0,0,0,0,0
23,0,0,677.62,16.58,1585.45,67366.83,0,69665.99,19364.31,16240.03,12307.72,9327.57,12426.37,0.02,0.017,0.013,0.01,0.006,-0.54,19.51,0.87,0.02,0,0,0,0,0,0.54,0,0.54,0.54,0,0,0,-0.00155,-0.00155,0,0,0,0,0.52,0.01,0,0,0,0,0,0
24,0,0,676.58,16.3,1585.73,67366.48,0,69665.45,19363.78,16240.03,12307.71,9327.56,12426.37,0.02,0.017,0.013,0.01,0.006,-0.54,20.36,0.88,0.02,0,0,0,0,0,0.54,0,0.54,0.54,0,0,0,-0.00143,-0.00143,0,0,0,0,0.52,0.01,0,0,0,0,0,0
25,0,0,675.55,16.3,1585.73,67366.15,0,69664.81,19363.2,16240,12307.7,9327.55,12426.36,0.02,0.017,0.013,0.01,0.006,-0.64,21.08,0.87,0.13,0.01,0,0,0,0,0.64,0,0.64,0.64,0,0,0,-0.00135,-0.00135,0,0,0,0,0.51,0.01,0,0,0,0,0,0
26,0,0,674.52,16.3,1585.73,67365.8,0,69663.98,19362.51,16239.95,12307.66,9327.53,12426.33,0.02,0.017,0.013,0.01,0.006,-0.82,21.62,0.86,0.31,0.02,0,0,0,0,0.81,0,0.81,0.81,0,0,0,-0.00132,-0.00132,0,0,0,0,0.51,0.01,0,0,0,0,0,0
27,0,0,674.08,16.23,1585.74,67365.51,0,69663.96,19362.51,16239.95,12307.66,9327.53,12426.33,0.02,0.017,0.013,0.01,0.006,-0.02,22.4,0.8,0.02,0,0,0,0,0,0.02,0,0.02,0.02,0,0,0,-0.00109,-0.00109,0,0,0,0,0.01,0.01,0,0,0,0,0,0
28,0,0,673.64,16.23,1585.7,67365.23,0,69663.94,19362.5,16239.94,12307.65,9327.52,12426.32,0.02,0.017,0.013,0.01,0.006,-0.03,23.15,0.77,0.02,0,0,0,0,0,0.02,0,0.02,0.02,0,0,0,-0.00106,-0.00106,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0
29,0,0,673.23,16.42,1585.45,67364.96,0,69663.91,19362.49,16239.93,12307.65,9327.52,12426.32,0.02,0.017,0.013,0.01,0.006,-0.03,23.85,0.73,0.03,0,0,0,0,0,0.03,0,0.03,0.03,0,0,0,-0.00097,-0.00097,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0
30,0,0,672.85,16.6,1585.22,67364.73,0,69663.89,19362.49,16239.93,12307.64,9327.52,12426.32,0.02,0.017,0.013,0.01,0.006,-0.02,24.48,0.66,0.03,0,0,0,0,0,0.03,0,0.03,0.03,0,0,0,-0.00073,-0.00073,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0
31,0,0,672.48,16.78,1585,67364.5,0,69663.86,19362.48,16239.92,12307.63,9327.51,12426.31,0.02,0.017,0.013,0.01,0.006,-0.03,25.1,0.65,0.03,0,0,0,0,0,0.03,0,0.03,0.03,0,0,0,-0.00091,-0.00091,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0
32,0,0,671.67,17,1584.77,67364.26,0,69663.45,19362.1,16239.91,12307.63,9327.51,12426.31,0.02,0.017,0.013,0.01,0.006,-0.41,25.76,0.69,0.03,0,0,0,0,0,0.41,0,0.41,0.41,0,0,0,-0.00126,-0.00126,0,0,0,0,0.38,0.01,0.01,0,0,0,0,0
33,0,0,670.84,17.24,1584.53,67363.98,0,69663.03,19361.7,16239.9,12307.62,9327.5,12426.3,0.02,0.017,0.013,0.01,0.006,-0.43,26.44,0.71,0.03,0,0,0,0,0,0.43,0,0.43,0.43,0,0,0,-0.00143,-0.00143,0,0,0,0,0.4,0.01,0.01,0,0,0,0,0
34,0,0,670.46,17.41,1584.31,67363.75,0,69662.99,19361.69,16239.9,12307.62,9327.5,12426.3,0.02,0.017,0.013,0.01,0.006,-0.03,27.06,0.66,0.03,0,0,0,0,0,0.03,0,0.03,0.03,0,0,0,-0.00113,-0.00113,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0
35,0,0,669.69,17.63,1584.08,67363.5,0,69662.61,19361.32,16239.89,12307.61,9327.49,12426.29,0.02,0.017,0.013,0.01,0.006,-0.39,27.71,0.67,0.03,0,0,0,0,0,0.39,0,0.39,0.39,0,0,0,-0.00137,-0.00137,0,0,0,0,0.36,0.01,0.01,0,0,0,0,0
36,0,0,669.32,17.8,1583.86,67363.27,0,69662.57,19361.31,16239.88,12307.61,9327.49,12426.29,0.02,0.017,0.013,0.01,0.006,-0.03,28.31,0.64,0.03,0,0,0,0,0,0.04,0,0.04,0.04,0,0,0,-0.00119,-0.00119,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0
37,0,0,668.97,17.97,1583.65,67363.04,0,69662.54,19361.3,16239.87,12307.6,9327.48,12426.28,0.02,0.017,0.013,0.01,0.006,-0.04,28.91,0.63,0.04,0,0,0,0,0,0.04,0,0.04,0.04,0,0,0,-0.00125,-0.00125,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0
38,0,0,668.26,18.18,1583.43,67362.81,0,69662.18,19360.98,16239.86,12307.59,9327.48,12426.28,0.02,0.017,0.013,0.01,0.006,-0.35,29.5,0.63,0.04,0,0,0,0,0,0.35,0,0.35,0.35,0,0,0,-0.00136,-0.00136,0,0,0,0,0.32,0.01,0.01,0,0,0,0,0
39,0,0,667.91,18.34,1583.23,67362.59,0,69662.15,19360.97,16239.85,12307.58,9327.47,12426.27,0.02,0.017,0.013,0.01,0.006,-0.03,30.07,0.6,0.04,0,0,0,0,0,0.04,0,0.04,0.04,0,0,0,-0.00116,-0.00116,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0
40,0,0,667.21,18.54,1583.02,67362.36,0,69661.79,19360.64,16239.84,12307.57,9327.47,12426.26,0.02,0.017,0.013,0.01,0.006,-0.36,30.66,0.63,0.04,0,0,0,0,0,0.36,0,0.36,0.36,0,0,0,-0.0015,-0.0015,0,0,0,0,0.33,0.01,0.01,0.01,0,0,0,0
41,0,0,666.38,18.77,1582.78,67362.05,0,69661.37,19360.25,16239.83,12307.57,9327.46,12426.26,0.02,0.017,0.013,0.01,0.006,-0.43,31.39,0.78,0.05,0,0,0,0,0,0.43,0,0.43,0.43,0,0,0,-0.00199,-0.00199,0,0,0,0,0.39,0.01,0.01,0.01,0,0,0,0
42,0,0,665.28,16.31,1585.24,67361.65,0,69660.39,19359.45,16239.77,12307.52,9327.43,12426.22,0.02,0.017,0.013,0.01,0.006,-0.98,31.92,0.96,0.41,0.02,0,0,0,0,0.96,0,0.96,0.96,0,0,0,-0.00156,-0.00156,0,0,0,0,0.56,0.01,0.01,0.01,0,0,0,0
43,0,0,664.25,16.59,1584.95,67361.27,0,69659.84,19358.94,16239.76,12307.51,9327.42,12426.21,0.02,0.017,0.013,0.01,0.006,-0.55,32.77,0.91,0.05,0,0,0,0,0,0.55,0,0.55,0.55,0,0,0,-0.00148,-0.00148,0,0,0,0,0.51,0.02,0.01,0.01,0,0,0,0
44,0,0,663.23,16.87,1584.67,67360.9,0,69659.28,19358.42,16239.75,12307.5,9327.41,12426.21,0.02,0.017,0.013,0.01,0.006,-0.55,33.62,0.91,0.06,0,0,0,0,0,0.56,0,0.56,0.56,0,0,0,-0.00167,-0.00167,0,0,0,0,0.51,0.02,0.01,0.01,0,0,0,0
45,0,0,662.07,16.32,1585.21,67360.43,0,69658.64,19357.82,16239.73,12307.48,9327.41,12426.2,0.02,0.017,0.013,0.01,0.006,-0.64,34.61,1.05,0.06,0,0,0,0,0,0.64,0,0.64,0.64,0,0,0,-0.00182,-0.00182,0,0,0,0,0.6,0.02,0.01,0.01,0,0,0,0
46,0,0,661.61,16.23,1585.24,67360.07,0,69658.06,19357.47,16239.65,12307.42,9327.37,12426.16,0.02,0.017,0.013,0.01,0.006,-0.58,34.9,0.87,0.55,0.03,0,0,0,0,0.55,0,0.55,0.55,0,0,0,-0.00076,-0.00076,0,0,0,0,0.01,0.02,0.01,0.01,0,0,0,0
47,0,0,661.2,16.43,1585,67359.8,0,69658.01,19357.46,16239.63,12307.41,9327.36,12426.15,0.02,0.017,0.013,0.01,0.006,-0.05,35.59,0.75,0.06,0,0,0,0,0,0.06,0,0.06,0.06,0,0,0,-0.00056,-0.00056,0,0,0,0,0.01,0.02,0.01,0.01,0,0,0,0
48,0,0,660.8,16.62,1584.76,67359.52,0,69657.95,19357.44,16239.62,12307.4,9327.35,12426.14,0.02,0.017,0.013,0.01,0.006,-0.06,36.25,0.72,0.06,0,0,0,0,0,0.06,0,0.06,0.06,0,0,0,-0.00079,-0.00079,0,0,0,0,0.01,0.02,0.01,0.01,0,0,0,0
49,0,0,660.41,16.8,1584.52,67359.26,0,69657.89,19357.43,16239.61,12307.38,9327.34,12426.13,0.02,0.017,0.013,0.01,0.006,-0.06,36.91,0.72,0.06,0,0,0,0,0,0.06,0,0.06,0.06,0,0,0,-0.00103,-0.00103,0,0,0,0,0.01,0.02,0.01,0.01,0,0,0,0
50,0,0,659.56,17.04,1584.27,67358.95,0,69657.44,19357.02,16239.59,12307.37,9327.33,12426.12,0.02,0.017,0.013,0.01,0.006,-0.45,37.6,0.76,0.06,0,0,0,0,0,0.46,0,0.46,0.46,0,0,0,-0.00136,-0.00136,0,0,0,0,0.41,0.02,0.01,0.01,0,0,0,0
51,0,0,658.67,17.29,1584.02,67358.63,0,69656.95,19356.58,16239.57,12307.36,9327.32,12426.11,0.02,0.017,0.013,0.01,0.006,-0.5,38.34,0.81,0.07,0,0,0,0,0,0.49,0,0.49,0.49,0,0,0,-0.00164,-0.00164,0,0,0,0,0.44,0.02,0.01,0.01,0.01,0,0,0
52,0,0,657.78,17.54,1583.76,67358.3,0,69656.46,19356.14,16239.56,12307.35,9327.31,12426.1,0.02,0.017,0.013,0.01,0.006,-0.49,39.08,0.81,0.07,0,0,0,0,0,0.49,0,0.49,0.49,0,0,0,-0.00172,-0.00172,0,0,0,0,0.44,0.02,0.02,0.01,0.01,0,0,0
53,0,0,656.96,17.77,1583.52,67357.98,0,69656.01,19355.75,16239.54,12307.33,9327.3,12426.09,0.02,0.017,0.013,0.01,0.006,-0.45,39.78,0.77,0.07,0,0,0,0,0,0.45,0,0.45,0.45,0,0,0,-0.00153,-0.00153,0,0,0,0,0.39,0.02,0.02,0.01,0.01,0,0,0
54,0,0,656.09,18.01,1583.27,67357.64,0,69655.53,19355.33,16239.52,12307.32,9327.29,12426.08,0.02,0.017,0.013,0.01,0.006,-0.48,40.51,0.81,0.08,0,0,0,0,0,0.48,0,0.48,0.48,0,0,0,-0.00187,-0.00187,0,0,0,0,0.42,0.02,0.02,0.01,0.01,0,0,0
55,0,0,654.99,18.32,1582.95,67356.98,0,69654.91,19354.78,16239.49,12307.29,9327.28,12426.06,0.02,0.017,0.013,0.01,0.006,-0.62,41.66,1.25,0.11,0,0,0,0,0,0.62,0,0.62,0.62,0,0,0,-0.00283,-0.00283,0,0,0,0,0.54,0.03,0.02,0.01,0.01,0,0,0
56,0,0,653.82,16.33,1584.93,67356.38,0,69654.23,19354.18,16239.47,12307.27,9327.26,12426.04,0.02,0.017,0.013,0.01,0.006,-0.69,42.77,1.22,0.1,0,0,0,0,0,0.68,0,0.68,0.68,0,0,0,-0.00183,-0.00183,0,0,0,0,0.6,0.03,0.02,0.01,0.01,0,0,0
57,0,0,652.81,16.62,1584.63,67355.85,0,69653.65,19353.68,16239.44,12307.25,9327.25,12426.03,0.02,0.017,0.013,0.01,0.006,-0.57,43.75,1.08,0.11,0,0,0,0,0,0.58,0,0.58,0.58,0,0,0,-0.00145,-0.00145,0,0,0,0,0.5,0.03,0.03,0.01,0.01,0,0,0
58,0,0,651.66,16.33,1584.9,67355.3,0,69652.74,19352.92,16239.4,12307.21,9327.22,12426,0.02,0.017,0.013,0.01,0.006,-0.91,44.56,1.19,0.35,0.02,0,0,0,0,0.89,0,0.89,0.89,0,0,0,-0.00152,-0.00152,0,0,0,0,0.56,0.03,0.03,0.01,0.01,0,0,0
59,0,0,650.52,16.33,1584.89,67354.73,0,69651.82,19352.14,16239.34,12307.16,9327.2,12425.98,0.02,0.017,0.013,0.01,0.006,-0.92,45.34,1.17,0.36,0.03,0,0,0,0,0.9,0,0.9,0.9,0,0,0,-0.00157,-0.00157,0,0,0,0,0.56,0.03,0.03,0.02,0.01,0,0,0
60,0,0,649.41,16.32,1584.88,67354.21,0,69651.14,19351.54,16239.32,12307.14,9327.18,12425.96,0.02,0.017,0.013,0.01,0.006,-0.68,46.32,1.13,0.15,0.01,0,0,0,0,0.67,0,0.67,0.67,0,0,0,-0.00157,-0.00157,0,0,0,0,0.55,0.03,0.03,0.02,0.01,0,0,0
61,0,0,648.32,16.63,1584.57,67353.68,0,69650.51,19351,16239.29,12307.11,9327.16,12425.94,0.02,0.017,0.013,0.01,0.006,-0.63,47.31,1.11,0.12,0,0,0,0,0,0.64,0,0.64,0.64,0,0,0,-0.00176,-0.00176,0,0,0,0,0.54,0.04,0.03,0.02,0.01,0,0,0
62,0,0,647.3,16.92,1584.26,67353.2,0,69649.91,19350.5,16239.26,12307.09,9327.15,12425.92,0.02,0.017,0.013,0.01,0.006,-0.59,48.24,1.06,0.12,0,0,0,0,0,0.6,0,0.6,0.6,0,0,0,-0.00171,-0.00171,0,0,0,0,0.5,0.04,0.03,0.02,0.01,0,0,0
63,0,0,646.32,17.19,1583.97,67352.73,0,69649.34,19350.02,16239.22,12307.06,9327.13,12425.91,0.02,0.017,0.013,0.01,0.006,-0.57,49.13,1.02,0.13,0,0,0,0,0,0.57,0,0.57,0.57,0,0,0,-0.00173,-0.00173,0,0,0,0,0.48,0.04,0.03,0.02,0.01,0,0,0
64,0,0,645.46,17.45,1583.69,67352.31,0,69648.84,19349.62,16239.2,12307.04,9327.11,12425.88,0.02,0.017,0.013,0.01,0.006,-0.5,49.93,0.92,0.12,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0,-0.00139,-0.00139,0,0,0,0,0.4,0.04,0.03,0.02,0.01,0,0,0
65,0,0,644.65,17.69,1583.43,67351.92,0,69648.38,19349.24,16239.17,12307.01,9327.09,12425.87,0.02,0.017,0.013,0.01,0.006,-0.46,50.68,0.87,0.12,0,0,0,0,0,0.47,0,0.47,0.47,0,0,0,-0.00136,-0.00136,0,0,0,0,0.37,0.03,0.03,0.02,0.01,0,0,0
66,0,0,643.73,17.95,1583.16,67351.49,0,69647.83,19348.79,16239.13,12306.98,9327.07,12425.85,0.02,0.017,0.013,0.01,0.006,-0.55,51.49,0.95,0.13,0,0,0,0,0,0.55,0,0.55,0.55,0,0,0,-0.00203,-0.00203,0,0,0,0,0.45,0.04,0.03,0.02,0.01,0,0,0
67,0,0,642.83,18.21,1582.89,67351.05,0,69647.28,19348.34,16239.1,12306.96,9327.05,12425.83,0.02,0.017,0.013,0.01,0.006,-0.55,52.31,0.96,0.14,0,0,0,0,0,0.55,0,0.55,0.55,0,0,0,-0.00216,-0.00216,0,0,0,0,0.45,0.04,0.03,0.02,0.01,0,0,0
68,0,0,641.66,16.33,1584.75,67350.48,0,69646.49,19347.67,16239.07,12306.92,9327.03,12425.8,0.02,0.017,0.013,0.01,0.006,-0.79,53.26,1.16,0.21,0.01,0,0,0,0,0.78,0,0.78,0.78,0,0,0,-0.00196,-0.00196,0,0,0,0,0.61,0.05,0.03,0.02,0.01,0,0,0
69,0,0,640.48,16.34,1584.73,67349.94,0,69644.82,19346.37,16238.93,12306.81,9326.97,12425.74,0.02,0.017,0.013,0.01,0.006,-1.67,53.34,1.18,1.04,0.06,0,0,0,0,1.61,0,1.61,1.61,0,0,0,-0.00179,-0.00179,0,0,0,0,0.61,0.05,0.03,0.02,0.01,0,0,0
70,0,0,639.42,16.63,1584.42,67349.44,0,69644.17,19345.83,16238.9,12306.78,9326.94,12425.71,0.02,0.017,0.013,0.01,0.006,-0.66,54.25,1.07,0.16,0,0,0,0,0,0.65,0,0.65,0.65,0,0,0,-0.00161,-0.00161,0,0,0,0,0.54,0.05,0.04,0.02,0.01,0,0,0
71,0,0,638.38,16.92,1584.12,67348.95,0,69643.52,19345.3,16238.85,12306.75,9326.92,12425.69,0.02,0.017,0.013,0.01,0.006,-0.65,55.15,1.06,0.16,0,0,0,0,0,0.65,0,0.65,0.65,0,0,0,-0.00185,-0.00185,0,0,0,0,0.53,0.05,0.04,0.02,0.01,0,0,0
72,0,0,637.28,17.23,1583.8,67348.37,0,69642.82,19344.73,16238.81,12306.71,9326.9,12425.67,0.02,0.017,0.013,0.01,0.006,-0.7,56.15,1.17,0.18,0,0,0,0,0,0.7,0,0.7,0.7,0,0,0,-0.00228,-0.00228,0,0,0,0,0.57,0.05,0.04,0.02,0.01,0,0,0
73,0,0,636.23,16.3,1584.7,67347.85,0,69642.15,19344.19,16238.77,12306.68,9326.87,12425.64,0.02,0.017,0.013,0.01,0.006,-0.66,57.06,1.09,0.17,0,0,0,0,0,0.67,0,0.67,0.67,0,0,0,-0.00155,-0.00155,0,0,0,0,0.54,0.05,0.04,0.02,0.01,0,0,0
74,0,0,635.21,16.59,1584.4,67347.36,0,69641.5,19343.66,16238.72,12306.65,9326.85,12425.61,0.02,0.017,0.013,0.01,0.006,-0.66,57.93,1.05,0.18,0,0,0,0,0,0.66,0,0.66,0.66,0,0,0,-0.00174,-0.00174,0,0,0,0,0.52,0.05,0.04,0.02,0.01,0,0,0
75,0,0,634.17,16.87,1584.1,67346.84,0,69640.81,19343.12,16238.68,12306.61,9326.82,12425.59,0.02,0.017,0.013,0.01,0.006,-0.68,58.83,1.09,0.19,0,0,0,0,0,0.69,0,0.69,0.69,0,0,0,-0.00213,-0.00213,0,0,0,0,0.55,0.05,0.04,0.02,0.01,0,0,0
76,0,0,633.19,17.15,1583.81,67346.32,0,69640.17,19342.61,16238.63,12306.57,9326.79,12425.56,0.02,0.017,0.013,0.01,0.006,-0.65,59.68,1.04,0.19,0,0,0,0,0,0.65,0,0.65,0.65,0,0,0,-0.00206,-0.00206,0,0,0,0,0.51,0.05,0.04,0.02,0.01,0,0,0
77,0,0,632.12,17.45,1583.49,67345.67,0,69639.45,19342.04,16238.58,12306.53,9326.77,12425.53,0.02,0.017,0.013,0.01,0.006,-0.72,60.71,1.25,0.22,0,0,0,0,0,0.72,0,0.72,0.72,0,0,0,-0.00267,-0.00267,0,0,0,0,0.56,0.06,0.05,0.03,0.02,0,0,0
78,0,0,631.05,17.75,1583.18,67344.99,0,69638.71,19341.47,16238.53,12306.48,9326.73,12425.5,0.02,0.017,0.013,0.01,0.006,-0.73,61.75,1.26,0.23,0,0,0,0,0,0.73,0,0.73,0.73,0,0,0,-0.00303,-0.00303,0,0,0,0,0.57,0.06,0.05,0.03,0.02,0,0,0
79,0,0,630.12,18.02,1582.88,67344.41,0,69638.08,19341,16238.47,12306.44,9326.7,12425.47,0.02,0.017,0.013,0.01,0.006,-0.63,62.65,1.12,0.22,0,0,0,0,0,0.64,0,0.64,0.64,0,0,0,-0.00231,-0.00231,0,0,0,0,0.47,0.06,0.05,0.03,0.02,0,0,0
80,0,0,629.13,18.3,1582.58,67343.77,0,69637.4,19340.48,16238.42,12306.39,9326.67,12425.43,0.02,0.017,0.013,0.01,0.006,-0.68,63.61,1.19,0.24,0,0,0,0,0,0.69,0,0.69,0.69,0,0,0,-0.00302,-0.00302,0,0,0,0,0.52,0.06,0.05,0.03,0.02,0,0,0
81,0,0,627.94,16.33,1584.54,67343.02,0,69636.54,19339.8,16238.36,12306.34,9326.64,12425.4,0.02,0.017,0.013,0.01,0.006,-0.85,64.72,1.37,0.26,0,0,0,0,0,0.86,0,0.86,0.86,0,0,0,-0.00322,-0.00322,0,0,0,0,0.68,0.07,0.06,0.03,0.02,0,0,0
