Daily N pools and fluxes at site W-2 in year 1,,,,,,,,,,,,,,,,,,,3.151352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N uptake,,N pools (kg N/ha),,,,,,,,,,,,,,,,N gas fluxes (kg N/ha/day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day,Crop,Urea,NH4+,NO3-,exchengeable-NH4,NH4+,NO3-,exchengeable-NH4,NH4+,NO3-,exchengeable-NH4,NH4+,NO3-,exchengeable-NH4,NH4+,NO3-,exchengeable-NH4,NH3,N2O-flux,NO-flux,N2-flux,NH3-flux,NO3-leach,Urea-leach,DON-leach,ION-runoff,Gross N mineralization,N assimilation,Ice_DOC,Ice_N,Ice_N2O,Ice_N2,nitrification,nitrification,nitrification,nitrification,nitrification,denitrification,denitrification,denitrification,denitrification,denitrification,N_fixation,Litter_N,SON0-10cm, SON10-20cm,SON20-30cm,SON30-40cm,SON40-50cm,SON0-10cm, SON10-20cm,SON20-30cm,SON30-40cm,SON40-50cm
,kgN/ha/day,,0-10cm,0-10cm,0-10cm,10-20cm,10-20cm,10-20cm,20-30cm,20-30cm,20-30cm,30-40cm,30-40cm,30-40cm,40-50cm,40-50cm,40-50cm,0-50cm,,,,,,,,,,,,,,,0-10cm,10-20cm,20-30cm,30-40cm,40-50cm,0-10cm,10-20cm,20-30cm,30-40cm,40-50cm,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0,0,0.06,1.86,2.16,0.41,0.17,0.67,0.82,0.17,0.03,0.63,0.12,0,0.46,0.09,0,0,0.019401,0.000026,0.000363,0.11,0.0574,0,0,0,0.09,0.03,0,0,0,0,0.003639,0.00004,0,0,0,0.02,0.01,0.01,0.01,0,0,0,1918.99,1608.74,1219.12,923.88,1230.78,0.002,0.0017,0.0013,0.001,0.0006
70,0,0,0.06,1.85,2.16,0.42,0.17,0.68,0.83,0.17,0.03,0.64,0.12,0,0.47,0.09,0,0,0.014898,0.000035,0.002004,0.02,0.0001,0,0,0,0.08,0.03,0,0,0,0,0.002487,0.000193,0,0,0,0,0,0,0,0,0,0,1918.97,1608.73,1219.11,923.87,1230.76,0.002,0.0017,0.0013,0.001,0.0006
71,0,0,0.06,1.85,2.17,0.43,0.17,0.68,0.84,0.17,0.03,0.64,0.12,0,0.48,0.09,0,0,0.003998,0.000028,0.001709,0.02,0,0,0,0,0.08,0.03,0,0,0,0,0.002293,0.00019,0,0,0,0,0,0,0,0,0,0,1918.96,1608.71,1219.1,923.87,1230.75,0.002,0.0017,0.0013,0.001,0.0006
72,0,0,0.06,1.85,2.17,0.44,0.16,0.69,0.86,0.16,0.03,0.65,0.12,0,0.48,0.09,0,0,0.001049,0.000023,0.00093,0.02,0,0,0,0,0.09,0.03,0,0,0,0,0.002132,0.000184,0,0,0,0,0,0,0,0,0,0,1918.93,1608.7,1219.08,923.86,1230.74,0.002,0.0017,0.0013,0.001,0.0006
73,0,0,0.06,1.85,2.18,0.45,0.16,0.7,0.87,0.16,0.03,0.66,0.12,0,0.49,0.09,0,0,0.000272,0.000019,0.000342,0.02,0.0009,0,0,0,0.08,0.03,0,0,0,0,0.000095,0.000009,0,0,0,0,0,0,0,0,0,0,1918.92,1608.68,1219.07,923.85,1230.73,0.002,0.0017,0.0013,0.001,0.0006
74,0,0,0.06,1.85,2.18,0.46,0.16,0.71,0.89,0.16,0.03,0.67,0.12,0,0.5,0.09,0,0,0.00008,0.000015,0.000244,0.01,0,0,0,0,0.08,0.03,0,0,0,0,0.002218,0.000207,0,0,0,0,0,0,0,0,0,0,1918.9,1608.67,1219.06,923.84,1230.72,0.002,0.0017,0.0013,0.001,0.0006
75,0,0,0.06,1.84,2.19,0.47,0.16,0.72,0.9,0.16,0.03,0.68,0.12,0,0.5,0.09,0,0,0.000022,0.000013,0.000313,0.01,0,0,0,0,0.08,0.03,0,0,0,0,0.002063,0.0002,0,0,0,0,0,0,0,0,0,0,1918.88,1608.66,1219.05,923.83,1230.7,0.002,0.0017,0.0013,0.001,0.0006
76,0,0,0.06,1.84,2.19,0.48,0.16,0.72,0.91,0.16,0.03,0.69,0.12,0,0.51,0.09,0,0,0.000007,0.000011,0.000326,0.01,0,0,0,0,0.08,0.02,0,0,0,0,0.001932,0.000193,0,0,0,0,0,0,0,0,0,0,1918.86,1608.65,1219.04,923.82,1230.69,0.002,0.0017,0.0013,0.001,0.0006
77,0,0,0.06,1.84,2.2,0.49,0.16,0.73,0.93,0.16,0.03,0.71,0.12,0,0.52,0.09,0,0,0.000003,0.00001,0.000367,0.01,0,0,0,0,0.1,0.03,0,0,0,0,0.001811,0.000187,0,0,0,0,0,0,0,0,0,0,1918.84,1608.63,1219.02,923.81,1230.68,0.002,0.0017,0.0013,0.001,0.0006
78,0,0,0.06,1.84,2.22,0.51,0.16,0.73,0.95,0.16,0.03,0.72,0.12,0,0.53,0.09,0,0,0.000002,0.000009,0.000388,0.01,0,0,0,0,0.1,0.03,0,0,0,0,0.001706,0.000185,0,0,0,0,0,0,0,0,0,0,1918.81,1608.62,1219.01,923.8,1230.66,0.002,0.0017,0.0013,0.001,0.0006
79,0,0,0.06,1.84,2.22,0.52,0.16,0.74,0.97,0.16,0.03,0.73,0.12,0,0.53,0.09,0,0,0.000002,0.000007,0.000375,0.01,0,0,0,0,0.09,0.02,0,0,0,0,0.001618,0.000186,0,0,0,0,0,0,0,0,0,0,1918.8,1608.61,1219,923.79,1230.65,0.002,0.0017,0.0013,0.001,0.0006
80,0,0,0.06,1.84,2.23,0.53,0.15,0.74,0.98,0.16,0.03,0.74,0.12,0,0.54,0.09,0,0,0.000002,0.000007,0.000385,0.01,0,0,0,0,0.09,0.02,0,0,0,0,0.001531,0.000185,0,0,0,0,0,0,0,0,0,0,1918.77,1608.59,1218.98,923.78,1230.64,0.002,0.0017,0.0013,0.001,0.0006
81,0,0,0.06,1.83,2.25,0.55,0.15,0.74,1,0.16,0.03,0.75,0.12,0,0.55,0.09,0,0,0.000002,0.000006,0.000185,0.02,0.0007,0,0,0,0.11,0.03,0,0,0,0,0.000101,0.000014,0,0,0,0,0,0,0,0,0,0,1918.74,1608.58,1218.97,923.76,1230.62,0.002,0.0017,0.0013,0.001,0.0006
82,0,0,0.06,1.83,2.26,0.56,0.15,0.75,1.02,0.16,0.03,0.77,0.12,0,0.56,0.09,0,0,0.000002,0.000005,0.000228,0.01,0,0,0,0,0.09,0.02,0,0,0,0,0.001983,0.000262,0,0,0,0,0,0,0,0,0,0,1918.72,1608.57,1218.95,923.75,1230.61,0.002,0.0017,0.0013,0.001,0.0006
83,0,0,0.06,1.83,2.27,0.57,0.15,0.75,1.04,0.16,0.03,0.78,0.12,0,0.57,0.09,0,0,0.000001,0.000005,0.000338,0.01,0,0,0,0,0.08,0.02,0,0,0,0,0.001842,0.000254,0,0,0,0,0,0,0,0,0,0,1918.7,1608.55,1218.94,923.74,1230.59,0.002,0.0017,0.0013,0.001,0.0006
84,0,0,0.06,1.83,2.28,0.58,0.15,0.75,1.05,0.16,0.03,0.79,0.12,0,0.57,0.09,0,0,0.000002,0.000005,0.000367,0.01,0,0,0,0,0.09,0.02,0,0,0,0,0.001722,0.000247,0,0,0,0,0,0,0,0,0,0,1918.68,1608.54,1218.93,923.73,1230.58,0.002,0.0017,0.0013,0.001,0.0006
85,0,0,0.08,1.93,2.44,0.6,0.14,0.76,1.07,0.15,0.03,0.8,0.11,0,0.58,0.08,0,0,0.015651,0.000027,0.000507,0.09,0.0398,0,0,0,0.12,0.03,0,0,0,0,0.005351,0.000113,0,0,0,0.01,0.01,0.01,0,0,0,0,1918.64,1608.52,1218.91,923.72,1230.56,0.002,0.0017,0.0013,0.001,0.0006
86,0,0,0.1,2.05,2.71,0.63,0.11,0.77,1.1,0.13,0.03,0.82,0.1,0,0.59,0.07,0,0,0.036588,0.000048,0.001352,0.15,0.0642,0,0,0,0.13,0.03,0,0,0,0,0.001405,0.000036,0,0,0,0.03,0.02,0.01,0.01,0.01,0,0,1918.61,1608.5,1218.9,923.71,1230.55,0.002,0.0017,0.0013,0.001,0.0006
87,0,0,0.11,2.18,2.96,0.66,0.08,0.78,1.12,0.11,0.03,0.83,0.08,0,0.6,0.06,0,0,0.052282,0.000057,0.003123,0.15,0.0668,0,0,0,0.11,0.03,0,0,0,0,0.001503,0.000038,0,0,0,0.02,0.02,0.01,0.01,0.01,0,0,1918.58,1608.48,1218.88,923.7,1230.53,0.002,0.0017,0.0013,0.001,0.0006
88,0,0,0.13,2.29,3.1,0.68,0.07,0.78,1.14,0.1,0.03,0.84,0.08,0,0.61,0.06,0,0,0.045235,0.000057,0.003756,0.1,0.0501,0,0,0,0.1,0.03,0,0,0,0,0.006381,0.000122,0,0,0,0.01,0.01,0.01,0,0,0,0,1918.57,1608.46,1218.87,923.68,1230.52,0.002,0.0017,0.0013,0.001,0.0006
89,0,0,0.13,2.32,3.13,0.69,0.07,0.78,1.15,0.1,0.03,0.85,0.08,0,0.62,0.06,0,0,0.002831,0.00005,0.021837,0.05,0.0129,0,0,0,0.09,0.03,0,0,0,0,0.002001,0.000091,0,0,0,0,0,0,0,0,0,0,1918.55,1608.44,1218.85,923.67,1230.51,0.002,0.0017,0.0013,0.001,0.0006
90,0,0,0.13,2.32,3.11,0.71,0.07,0.79,1.17,0.1,0.03,0.87,0.08,0,0.63,0.06,0,0,0.000889,0.00004,0.005782,0.03,0,0,0,0,0.09,0.03,0,0,0,0,0.004886,0.000374,0,0,0,0,0,0,0,0,0,0,1918.53,1608.43,1218.84,923.66,1230.49,0.002,0.0017,0.0013,0.001,0.0006
91,0,0,0.13,2.4,3.19,0.72,0.07,0.79,1.18,0.09,0.03,0.88,0.07,0,0.63,0.06,0,0,0.006738,0.000036,0.001619,0.08,0.0332,0,0,0,0.09,0.03,0,0,0,0,0.005589,0.000168,0,0,0,0,0,0,0,0,0,0,1918.51,1608.41,1218.83,923.65,1230.48,0.002,0.0017,0.0013,0.001,0.0006
92,0,0,0.13,2.4,3.18,0.74,0.07,0.8,1.2,0.09,0.03,0.89,0.07,0,0.64,0.06,0,0,0.003051,0.000032,0.000931,0.03,0,0,0,0,0.09,0.03,0,0,0,0,0.005115,0.000399,0,0,0,0,0,0,0,0,0,0,1918.49,1608.4,1218.81,923.64,1230.47,0.002,0.0017,0.0013,0.001,0.0006
93,0,0,0.13,2.4,3.17,0.75,0.07,0.8,1.21,0.09,0.03,0.9,0.07,0,0.65,0.06,0,0,0.000792,0.000027,0.000669,0.03,0,0,0,0,0.09,0.03,0,0,0,0,0.00471,0.000383,0,0,0,0,0,0,0,0,0,0,1918.47,1608.38,1218.8,923.63,1230.45,0.002,0.0017,0.0013,0.001,0.0006
94,0,0,0.13,2.41,3.16,0.76,0.07,0.8,1.23,0.09,0.03,0.91,0.07,0,0.66,0.06,0,0,0.000202,0.000023,0.000459,0.03,0,0,0,0,0.09,0.02,0,0,0,0,0.004364,0.000369,0,0,0,0,0,0,0,0,0,0,1918.45,1608.37,1218.79,923.63,1230.44,0.002,0.0017,0.0013,0.001,0.0006
95,0,0,0.13,2.41,3.15,0.78,0.07,0.81,1.24,0.09,0.03,0.92,0.07,0,0.66,0.06,0,0,0.000052,0.00002,0.000371,0.03,0,0,0,0,0.08,0.02,0,0,0,0,0.004071,0.000358,0,0,0,0,0,0,0,0,0,0,1918.43,1608.35,1218.78,923.62,1230.43,0.002,0.0017,0.0013,0.001,0.0006
96,0,0,0.13,2.41,3.13,0.79,0.07,0.81,1.26,0.09,0.03,0.93,0.07,0,0.67,0.06,0,0,0.000015,0.000017,0.000338,0.03,0,0,0,0,0.08,0.02,0,0,0,0,0.003818,0.000348,0,0,0,0,0,0,0,0,0,0,1918.42,1608.34,1218.77,923.61,1230.42,0.002,0.0017,0.0013,0.001,0.0006
97,0,0,0.13,2.41,3.12,0.8,0.06,0.81,1.27,0.09,0.03,0.94,0.07,0,0.68,0.06,0,0,0.000006,0.000015,0.000327,0.03,0,0,0,0,0.08,0.02,0,0,0,0,0.003594,0.00034,0,0,0,0,0,0,0,0,0,0,1918.4,1608.33,1218.76,923.6,1230.4,0.002,0.0017,0.0013,0.001,0.0006
98,0,0,0.13,2.41,3.11,0.81,0.06,0.82,1.29,0.09,0.03,0.95,0.07,0,0.69,0.06,0,0,0.000004,0.000014,0.000363,0.03,0,0,0,0,0.09,0.02,0,0,0,0,0.003384,0.000331,0,0,0,0,0,0,0,0,0,0,1918.38,1608.32,1218.74,923.59,1230.39,0.002,0.0017,0.0013,0.001,0.0006
99,0,0,0.13,2.41,3.1,0.82,0.06,0.82,1.31,0.09,0.03,0.96,0.07,0,0.69,0.05,0,0,0.000004,0.000013,0.000374,0.03,0,0,0,0,0.09,0.02,0,0,0,0,0.003196,0.000324,0,0,0,0,0,0,0,0,0,0,1918.36,1608.3,1218.73,923.57,1230.37,0.002,0.0017,0.0013,0.001,0.0006
100,0,0,0.12,2.41,3.09,0.84,0.06,0.82,1.32,0.09,0.03,0.97,0.07,0,0.7,0.05,0,0,0.000003,0.000011,0.000368,0.03,0,0,0,0,0.08,0.02,0,0,0,0,0.003032,0.000318,0,0,0,0,0,0,0,0,0,0,1918.34,1608.29,1218.71,923.56,1230.36,0.002,0.0017,0.0013,0.001,0.0006
101,0,0,0.12,2.41,3.09,0.85,0.06,0.83,1.34,0.09,0.03,0.98,0.07,0,0.71,0.05,0,0,0.000002,0.000009,0.000176,0.03,0.0006,0,0,0,0.09,0.02,0,0,0,0,0.000181,0.00002,0,0,0,0,0,0,0,0,0,0,1918.32,1608.28,1218.7,923.55,1230.35,0.002,0.0017,0.0013,0.001,0.0006
102,0,0,0.12,2.42,3.09,0.86,0.06,0.83,1.36,0.09,0.03,1,0.07,0,0.72,0.05,0,0,0.000006,0.000007,0.000124,0.03,0.0052,0,0,0,0.09,0.03,0,0,0,0,0.000682,0.000067,0,0,0,0,0,0,0,0,0,0,1918.3,1608.26,1218.69,923.54,1230.33,0.002,0.0017,0.0013,0.001,0.0006
103,0,0,0.13,2.42,3.1,0.88,0.06,0.84,1.37,0.09,0.03,1.01,0.07,0,0.73,0.05,0,0,0.00001,0.000006,0.000077,0.03,0.0035,0,0,0,0.1,0.03,0,0,0,0,0.000443,0.000043,0,0,0,0,0,0,0,0,0,0,1918.28,1608.25,1218.68,923.53,1230.32,0.002,0.0017,0.0013,0.001,0.0006
104,0,0,0.12,2.42,3.09,0.89,0.06,0.84,1.39,0.09,0.03,1.02,0.07,0,0.73,0.05,0,0,0.000005,0.000006,0.000193,0.03,0,0,0,0,0.09,0.03,0,0,0,0,0.004161,0.000496,0,0,0,0,0,0,0,0,0,0,1918.26,1608.23,1218.66,923.52,1230.3,0.002,0.0017,0.0013,0.001,0.0006
105,0,0,0.12,2.42,3.09,0.91,0.06,0.85,1.4,0.09,0.03,1.03,0.07,0,0.74,0.05,0,0,0.000004,0.000007,0.000333,0.03,0,0,0,0,0.1,0.03,0,0,0,0,0.003831,0.000472,0,0,0,0,0,0,0,0,0,0,1918.23,1608.21,1218.65,923.51,1230.29,0.002,0.0017,0.0013,0.001,0.0006
106,0,0,0.12,2.43,3.09,0.92,0.06,0.85,1.42,0.09,0.03,1.04,0.07,0,0.75,0.05,0,0,0.000004,0.000007,0.000372,0.02,0,0,0,0,0.1,0.03,0,0,0,0,0.003549,0.000452,0,0,0,0,0,0,0,0,0,0,1918.21,1608.19,1218.63,923.5,1230.28,0.002,0.0017,0.0013,0.001,0.0006
107,0,0,0.13,2.42,3.11,0.94,0.06,0.86,1.44,0.09,0.03,1.05,0.07,0,0.76,0.05,0,0,0.000003,0.000007,0.000187,0.03,0.0012,0,0,0,0.12,0.03,0,0,0,0,0.0002,0.000028,0,0,0,0,0,0,0,0,0,0,1918.17,1608.18,1218.62,923.49,1230.26,0.002,0.0017,0.0013,0.001,0.0006
108,0,0,0.13,2.42,3.12,0.96,0.06,0.86,1.46,0.09,0.03,1.07,0.07,0,0.77,0.05,0,0,0.000002,0.000005,0.000042,0.03,0.0018,0,0,0,0.12,0.03,0,0,0,0,0.000218,0.000031,0,0,0,0,0,0,0,0,0,0,1918.13,1608.16,1218.6,923.48,1230.25,0.002,0.0017,0.0013,0.001,0.0006
109,0,0,0.15,2.5,3.39,0.98,0.04,0.87,1.48,0.07,0.03,1.08,0.06,0,0.77,0.05,0,0,0.026203,0.000044,0.001789,0.16,0.0713,0,0,0,0.12,0.03,0,0,0,0,0.001635,0.000067,0,0,0,0.03,0.02,0.01,0.01,0.01,0,0,1918.1,1608.13,1218.59,923.46,1230.23,0.002,0.0017,0.0013,0.001,0.0006
110,0,0,0.17,2.6,3.66,1.01,0.03,0.87,1.5,0.05,0.03,1.09,0.05,0,0.78,0.04,0,0,0.044744,0.000068,0.005928,0.16,0.0737,0,0,0,0.12,0.03,0,0,0,0,0.001723,0.000067,0,0,0,0.02,0.01,0.01,0.01,0.01,0,0,1918.07,1608.11,1218.57,923.45,1230.22,0.002,0.0017,0.0013,0.001,0.0006
111,0,0,0.17,2.67,3.72,1.03,0.03,0.88,1.52,0.05,0.03,1.1,0.05,0,0.79,0.04,0,0,0.032059,0.000065,0.005657,0.07,0.0272,0,0,0,0.11,0.03,0,0,0,0,0.004623,0.000228,0,0,0,0,0,0,0,0,0,0,1918.04,1608.09,1218.56,923.44,1230.2,0.002,0.0017,0.0013,0.001,0.0006
112,0,0,0.17,2.66,3.71,1.04,0.03,0.89,1.53,0.05,0.03,1.12,0.05,0,0.8,0.04,0,0,0.01083,0.000052,0.001738,0.04,0.0008,0,0,0,0.11,0.03,0,0,0,0,0.00014,0.000014,0,0,0,0,0,0,0,0,0,0,1918.01,1608.07,1218.54,923.43,1230.19,0.002,0.0017,0.0013,0.001,0.0006
113,0,0,0.17,2.67,3.7,1.06,0.03,0.89,1.55,0.05,0.03,1.13,0.05,0,0.81,0.04,0,0,0.003092,0.000043,0.000936,0.03,0,0,0,0,0.1,0.03,0,0,0,0,0.005859,0.000606,0,0,0,0,0,0,0,0,0,0,1917.99,1608.05,1218.53,923.42,1230.17,0.002,0.0017,0.0013,0.001,0.0006
114,0,0,0.17,2.67,3.68,1.07,0.03,0.89,1.57,0.05,0.03,1.14,0.05,0,0.82,0.04,0,0,0.000795,0.000036,0.000652,0.03,0,0,0,0,0.1,0.03,0,0,0,0,0.005382,0.000575,0,0,0,0,0,0,0,0,0,0,1917.96,1608.04,1218.51,923.41,1230.16,0.002,0.0017,0.0013,0.001,0.0006
115,0,0,0.17,2.67,3.67,1.09,0.03,0.9,1.59,0.05,0.03,1.15,0.04,0,0.82,0.04,0,0,0.000203,0.000033,0.00048,0.03,0,0,0,0,0.1,0.03,0,0,0,0,0.004968,0.000548,0,0,0,0,0,0,0,0,0,0,1917.94,1608.02,1218.5,923.4,1230.15,0.002,0.0017,0.0013,0.001,0.0006
116,0,0,0.17,2.67,3.67,1.1,0.03,0.9,1.6,0.05,0.03,1.16,0.04,0,0.83,0.04,0,0,0.000052,0.00003,0.000419,0.03,0,0,0,0,0.1,0.02,0,0,0,0,0.004607,0.000524,0,0,0,0,0,0,0,0,0,0,1917.91,1608,1218.48,923.39,1230.13,0.002,0.0017,0.0013,0.001,0.0006
117,0,0,0.17,2.68,3.65,1.12,0.03,0.91,1.62,0.05,0.03,1.17,0.04,0,0.84,0.04,0,0,0.000015,0.000024,0.000385,0.03,0,0,0,0,0.09,0.02,0,0,0,0,0.004308,0.000504,0,0,0,0,0,0,0,0,0,0,1917.89,1607.99,1218.47,923.37,1230.12,0.002,0.0017,0.0013,0.001,0.0006
118,0,0,0.17,2.68,3.64,1.13,0.03,0.91,1.64,0.05,0.03,1.19,0.04,0,0.85,0.04,0,0,0.000007,0.00002,0.00037,0.03,0,0,0,0,0.09,0.02,0,0,0,0,0.004057,0.000489,0,0,0,0,0,0,0,0,0,0,1917.87,1607.97,1218.46,923.36,1230.1,0.002,0.0017,0.0013,0.001,0.0006
119,0,0,0.17,2.68,3.63,1.14,0.03,0.91,1.65,0.05,0.03,1.2,0.04,0,0.85,0.04,0,0,0.000005,0.000019,0.000375,0.03,0,0,0,0,0.09,0.02,0,0,0,0,0.003829,0.000474,0,0,0,0,0,0,0,0,0,0,1917.85,1607.96,1218.44,923.35,1230.09,0.002,0.0017,0.0013,0.001,0.0006
120,0,0,0.17,2.68,3.62,1.16,0.03,0.92,1.67,0.05,0.03,1.21,0.04,0,0.86,0.04,0,0,0.000005,0.000019,0.000393,0.03,0,0,0,0,0.1,0.02,0,0,0,0,0.003613,0.00046,0,0,0,0,0,0,0,0,0,0,1917.82,1607.95,1218.43,923.34,1230.07,0.002,0.0017,0.0013,0.001,0.0006
121,0,0,0.17,2.68,3.62,1.17,0.03,0.92,1.69,0.05,0.03,1.22,0.04,0,0.87,0.04,0,0,0.000004,0.000019,0.000424,0.03,0,0,0,0,0.1,0.02,0,0,0,0,0.00341,0.000446,0,0,0,0,0,0,0,0,0,0,1917.8,1607.93,1218.41,923.33,1230.06,0.002,0.0017,0.0013,0.001,0.0006
122,0,0,0.17,2.74,3.7,1.19,0.03,0.93,1.71,0.05,0.03,1.23,0.04,0,0.88,0.03,0,0,0.005465,0.000024,0.000937,0.07,0.0272,0,0,0,0.14,0.03,0,0,0,0,0.004694,0.000294,0,0,0,0,0,0,0,0,0,0,1917.76,1607.9,1218.39,923.32,1230.05,0.002,0.0017,0.0013,0.001,0.0006
123,0,0,0.18,2.79,3.77,1.22,0.02,0.94,1.73,0.05,0.03,1.25,0.04,0,0.89,0.03,0,0,0.00641,0.000031,0.000909,0.07,0.0263,0,0,0,0.14,0.03,0,0,0,0,0.004285,0.000285,0,0,0,0,0,0,0,0,0,0,1917.72,1607.87,1218.38,923.3,1230.03,0.002,0.0017,0.0013,0.001,0.0006
124,0,0,0.18,2.79,3.77,1.24,0.03,0.94,1.75,0.05,0.03,1.26,0.04,0,0.9,0.03,0,0,0.002246,0.000031,0.00069,0.03,0,0,0,0,0.13,0.03,0,0,0,0,0.005517,0.000728,0,0,0,0,0,0,0,0,0,0,1917.68,1607.85,1218.36,923.29,1230.02,0.002,0.0017,0.0013,0.001,0.0006
125,0,0,0.18,2.8,3.77,1.26,0.03,0.95,1.77,0.05,0.03,1.27,0.04,0,0.9,0.03,0,0,0.000529,0.000027,0.000594,0.03,0,0,0,0,0.12,0.03,0,0,0,0,0.005021,0.000683,0,0,0,0,0,0,0,0,0,0,1917.64,1607.83,1218.34,923.28,1230,0.002,0.0017,0.0013,0.001,0.0006
126,0,0,0.18,2.81,3.79,1.29,0.03,0.95,1.79,0.05,0.03,1.29,0.04,0,0.91,0.03,0,0,0.000038,0.00002,0.000852,0.04,0.0083,0,0,0,0.12,0.03,0,0,0,0,0.001265,0.000138,0,0,0,0,0,0,0,0,0,0,1917.61,1607.8,1218.32,923.26,1229.98,0.002,0.0017,0.0013,0.001,0.0006
127,0,0,0.18,2.81,3.78,1.32,0.03,0.95,1.81,0.04,0.03,1.3,0.04,0,0.92,0.03,0,0,0.000015,0.000018,0.00042,0.03,0,0,0,0,0.12,0.03,0,0,0,0,0.005385,0.000783,0,0,0,0,0,0,0,0,0,0,1917.58,1607.78,1218.31,923.25,1229.97,0.002,0.0017,0.0013,0.001,0.0006
128,0,0,0.18,2.81,3.79,1.34,0.03,0.95,1.83,0.04,0.03,1.31,0.04,0,0.93,0.03,0,0,0.000006,0.000016,0.000202,0.03,0.0004,0,0,0,0.12,0.03,0,0,0,0,0.000109,0.000017,0,0,0,0,0,0,0,0,0,0,1917.54,1607.76,1218.29,923.24,1229.95,0.002,0.0017,0.0013,0.001,0.0006
129,0,0,0.2,2.86,4.05,1.37,0.01,0.95,1.85,0.03,0.03,1.33,0.03,0,0.94,0.03,0,0,0.02735,0.000061,0.003514,0.16,0.0762,0,0,0,0.14,0.03,0,0,0,0,0.003209,0.000151,0,0,0,0.03,0.01,0.01,0.01,0.01,0,0,1917.5,1607.73,1218.27,923.23,1229.94,0.002,0.0017,0.0013,0.001,0.0006
130,0,0,0.2,2.86,4.05,1.41,0.01,0.95,1.87,0.03,0.03,1.34,0.03,0,0.95,0.03,0,0,0.022424,0.000072,0.004018,0.04,0.0025,0,0,0,0.13,0.03,0,0,0,0,0.000321,0.000044,0,0,0,0,0,0,0,0,0,0,1917.46,1607.71,1218.25,923.21,1229.92,0.002,0.0017,0.0013,0.001,0.0006
131,0,0,0.2,2.86,4.05,1.43,0.01,0.95,1.89,0.03,0.03,1.35,0.03,0,0.96,0.03,0,0,0.006045,0.000062,0.001947,0.04,0,0,0,0,0.13,0.03,0,0,0,0,0.005999,0.000907,0,0,0,0,0,0,0,0,0,0,1917.42,1607.68,1218.23,923.2,1229.9,0.002,0.0017,0.0013,0.001,0.0006
132,0,0,0.2,2.86,4.05,1.46,0.01,0.95,1.91,0.03,0.03,1.37,0.03,0,0.97,0.03,0,0,0.00149,0.000055,0.001001,0.03,0,0,0,0,0.12,0.03,0,0,0,0,0.005468,0.000865,0,0,0,0,0,0,0,0,0,0,1917.39,1607.66,1218.22,923.19,1229.89,0.002,0.0017,0.0013,0.001,0.0006
133,0,0,0.2,2.87,4.04,1.48,0.02,0.95,1.94,0.03,0.03,1.38,0.03,0,0.98,0.03,0,0,0.000353,0.000049,0.00061,0.03,0,0,0,0,0.12,0.03,0,0,0,0,0.005027,0.000829,0,0,0,0,0,0,0,0,0,0,1917.36,1607.64,1218.2,923.17,1229.87,0.002,0.0017,0.0013,0.001,0.0006
134,0,0,0.2,2.87,4.04,1.51,0.02,0.95,1.96,0.03,0.03,1.39,0.03,0,0.98,0.03,0,0,0.000084,0.000042,0.000493,0.03,0,0,0,0,0.12,0.03,0,0,0,0,0.004656,0.0008,0,0,0,0,0,0,0,0,0,0,1917.33,1607.62,1218.18,923.16,1229.85,0.002,0.0017,0.0013,0.001,0.0006
135,0,0,0.21,2.93,4.26,1.54,0.01,0.95,1.98,0.02,0.03,1.41,0.02,0,0.99,0.02,0,0,0.023657,0.000065,0.004431,0.14,0.0693,0,0,0,0.14,0.03,0,0,0,0,0.004953,0.00027,0,0,0,0.03,0.01,0.01,0.01,0,0,0,1917.28,1607.59,1218.16,923.15,1229.84,0.002,0.0017,0.0013,0.001,0.0006
136,0,0,0.21,2.93,4.26,1.57,0.01,0.95,2,0.02,0.03,1.42,0.02,0,1,0.02,0,0,0.01683,0.000082,0.004226,0.04,0,0,0,0,0.14,0.03,0,0,0,0,0.006933,0.001144,0,0,0,0,0,0,0,0,0,0,1917.24,1607.56,1218.14,923.13,1229.82,0.002,0.0017,0.0013,0.001,0.0006
137,0,0,0.21,2.94,4.26,1.6,0.01,0.95,2.02,0.02,0.03,1.44,0.02,0,1.01,0.02,0,0,0.004184,0.000073,0.001975,0.04,0,0,0,0,0.13,0.03,0,0,0,0,0.0062,0.00107,0,0,0,0,0,0,0,0,0,0,1917.2,1607.54,1218.12,923.12,1229.8,0.002,0.0017,0.0013,0.001,0.0006
138,0,0,0.21,2.94,4.26,1.63,0.01,0.95,2.04,0.02,0.03,1.45,0.02,0,1.02,0.02,0,0,0.000979,0.000065,0.000939,0.04,0,0,0,0,0.13,0.03,0,0,0,0,0.005613,0.001009,0,0,0,0,0,0,0,0,0,0,1917.17,1607.51,1218.1,923.1,1229.79,0.002,0.0017,0.0013,0.001,0.0006
139,0,0,0.21,2.94,4.25,1.66,0.01,0.95,2.07,0.02,0.03,1.47,0.02,0,1.03,0.02,0,0,0.000213,0.000047,0.000586,0.04,0,0,0,0,0.12,0.03,0,0,0,0,0.005158,0.000963,0,0,0,0,0,0,0,0,0,0,1917.14,1607.49,1218.08,923.09,1229.77,0.002,0.0017,0.0013,0.001,0.0006
