Climate_2020		
1	5.97	0
2	8.34	0.06
3	7.63	0
4	7.43	0
5	10.01	0.313
6	10.04	0.199
7	5.93	0.387
8	3.95	0.456
9	5.13	0.509
10	5.69	0.047
11	5.05	0
12	2.93	0
13	3.12	0
14	2.43	0
15	5.29	0.428
16	4.64	0.149
17	4.56	0
18	3.45	0
19	4.32	0
20	4.51	0
21	7.58	0.452
22	7.9	0.224
23	7.94	0
24	7.22	0.094
25	6.73	0.441
26	6.65	0.679
27	4.59	0.022
28	4.58	0.016
29	3.73	0
30	1.77	0
31	3.26	0
32	5.54	0
33	6.49	0
34	4.14	0
35	5.85	0
36	4.38	0
37	4.85	0
38	5.48	0
39	3.96	0
40	6.26	0
41	9.06	0
42	8.3	0.719
43	7.31	0
44	8.58	0
45	10	0.039
46	1.7	0.834
47	0.63	0
48	2.49	0
49	4.09	0
50	6.27	0
51	7.87	0
52	8.1	0
53	6.58	0
54	8.76	0
55	14.56	0
56	9.42	0.043
57	6.46	0
58	7.92	0.56
59	8.29	0.568
60	8.11	0.216
61	9.18	0
62	8.39	0
63	8.28	0
64	5.66	0
65	5.46	0
66	9.87	0
67	10.29	0
68	10.97	0.253
69	10	1.042
70	8.12	0
71	9.66	0
72	12.12	0
73	7.48	0.028
74	8.91	0
75	11.22	0
76	10.27	0
77	13.97	0
78	15.95	0
79	10.61	0
80	15.34	0
81	19.88	0.033
82	10.94	0
83	11.23	0
84	13.34	0
85	15.74	0.756
86	14.1	2.179
87	8.81	0.85
88	7.96	0.196
89	7.59	0.214
90	9.85	0
91	10.65	0.544
92	10.3	0
93	10.91	0
94	11.38	0
95	10.23	0
96	9.87	0
97	10.19	0
98	14.41	0
99	13.77	0
100	11.54	0
101	11.42	0.027
102	8.21	0.096
103	10.96	0.063
104	11.55	0
105	13.82	0
106	15.11	0
107	19.31	0.033
108	16.18	0.036
109	13.36	2.27
110	11.75	0.239
111	13.96	0.298
112	11.92	0.015
113	11.88	0
114	12.72	0
115	15.71	0
116	16.87	0
117	13.45	0
118	11.93	0
119	15.1	0
120	18.95	0
121	23.13	0
122	19.87	0.434
123	20.82	0.392
124	19.89	0
125	16.44	0
126	15.16	0.135
127	16.1	0
128	19.22	0.013
129	21.39	1.118
130	16.86	0.034
131	17.17	0
132	18.24	0
133	19.52	0
134	20.02	0
135	20.91	1.017
136	20.09	0
137	21.3	0
138	23.95	0
139	18.75	0
140	20.97	0
141	20.69	0
142	21.7	0
143	21.57	0
144	22.9	0
145	20.84	0
146	19.37	0.192
147	21.85	0.154
148	23.3	0
149	22.71	0
150	21.38	0.246
151	18.81	0.621
152	22.95	0.02
153	24.49	0
154	27.35	0.146
155	25.29	0
156	27.58	0
157	24.08	0
158	23.35	0
159	23.96	0
160	23.71	0
161	23.15	0
162	24.32	0
163	23.4	0
164	24.22	5.893
165	25.94	7.336
166	25.86	0.521
167	23.89	0.829
168	20.99	2.042
169	22.94	1.81
170	21.58	2.353
171	23.26	0
172	23.32	0
173	23.03	0
174	23.68	0
175	25.01	1.565
176	24.89	0
177	23.97	0
178	25.78	0
179	24.79	0.172
180	24.39	5.414
181	25.38	0.977
182	23.94	0.455
183	24.83	0
184	22.44	0.846
185	22.44	0.846
186	23.02	0.155
187	23.75	0.155
188	25.75	0.038
189	26.05	0
190	24.09	0
191	23.85	0
192	24.87	0
193	24.18	3.873
194	27.89	0.425
